praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"71,70","40,00","27,10","47,00","219,00","14,50","25,30","939,00","12,70","23,90","63,20"
"155,00","106,00","96,50","426,00","58,80","24,40","44,10","604,00","33,70","66,70","66,10"
"34,30","25,50","18,40","24,10","7,50","3,46","13,00","583,00","10,60","17,50","8,74"
"121,00","84,30","27,10","21,90","5,33","8,82","30,50","717,00","4,83","18,90","31,60"
"85,80","52,30","20,20","38,50","16,10","5,94","27,40","241,00","9,91","21,90","40,00"
"157,00","97,30","28,40","25,50","6,04","13,00","21,90","414,00","7,77","19,50","41,00"
"113,00","66,70","19,80","44,90","12,30","17,90","25,90","679,00","7,04","36,80","18,80"
"41,00","29,40","15,40","15,70","15,00","6,55","9,39","1.310,00","12,10","18,90","59,40"
"146,00","97,30","49,10","69,20","16,70","15,40","29,20","547,00","5,94","9,06","20,40"
"34,60","20,50","18,80","20,90","4,07","30,50","120,00","1.382,00","10,70","19,30","37,20"
"99,10","98,20","34,30","193,00","10,60","25,30","41,80","820,00","12,00","28,90","43,30"
"46,60","24,40","33,40","13,70","31,10","21,50","36,80","890,00","10,00","27,40","2,23"
"107,00","76,40","18,30","135,00","13,80","14,70","27,90","1.018,00","39,20","110,00","126,00"
"67,30","36,80","30,20","138,00","11,70","12,60","20,20","610,00","9,06","20,90","32,20"
"97,30","73,70","55,20","379,00","82,80","16,00","28,40","764,00","31,90","79,90","75,00"
"51,90","21,50","11,10","188,00","13,60","5,62","25,50","207,00","29,70","76,40","132,00"
"39,20","29,20","40,30","302,00","72,30","7,43","18,80","698,00","1,53","1,45","7,64"
"38,20","22,30","26,40","38,50","16,70","1,75","10,90","588,00","7,37","20,00","21,30"
"103,00","78,40","20,50","16,80","1,45","15,70","33,70","679,00","30,50","64,90","69,80"
"90,60","63,80","17,60","26,90","6,85","10,60","28,90","1.104,00","32,80","88,20","151,00"
"45,30","32,80","19,30","120,00","20,50","39,20","58,30","655,00","10,30","22,30","29,40"
"14,90","21,30","22,30","16,50","10,60","5,99","3,43","161,00","13,20","26,70","16,70"
"151,00","121,00","29,20","129,00","30,00","18,40","32,80","982,00","7,50","36,80","45,70"
"44,10","33,70","41,00","325,00","31,60","10,60","36,80","470,00","1,03","59,40","6,38"
"39,60","28,60","43,30","71,70","7,77","44,50","67,30","661,00","10,30","21,70","21,50"
"96,50","69,80","32,50","64,90","8,20","13,20","25,30","770,00","56,20","141,00","205,00"
"41,40","24,40","18,60","23,30","6,38","16,10","26,20","906,00","13,60","40,30","42,60"
"53,30","34,90","19,30","47,80","10,10","3,49","17,20","173,00","18,90","53,30","55,20"
"274,00","172,00","29,70","20,40","12,90","41,00","56,70","533,00","16,40","28,10","44,50"
"113,00","36,50","40,00","246,00","40,70","20,90","28,40","379,00","8,06","30,00","25,50"
"161,00","112,00","44,10","84,30","28,40","36,80","50,90","583,00","1,36","1,72","11,10"
"225,00","163,00","82,80","112,00","23,50","24,40","36,50","717,00","40,70","72,30","202,00"
"31,30","24,80","8,43","305,00","14,30","7,43","26,20","346,00","5,05","21,50","18,10"
"60,40","42,20","23,90","31,30","1,96","9,22","15,00","1.046,00","9,06","21,70","42,60"
"176,00","97,30","24,40","145,00","15,70","14,70","21,30","820,00","7,77","19,60","20,90"
"30,50","32,80","10,20","136,00","5,94","30,50","55,70","791,00","14,10","20,50","48,70"
"57,80","31,60","11,50","157,00","36,50","11,20","27,10","626,00","10,30","32,20","29,40"
"308,00","200,00","16,00","93,90","29,70","17,80","31,90","655,00","11,20","17,50","7,10"
"31,30","40,30","20,70","163,00","17,60","11,50","31,30","866,00","36,20","76,40","79,10"
"27,10","21,30","93,90","500,00","63,20","35,50","57,80","542,00","10,60","27,60","3,92"
"47,40","21,10","44,10","179,00","23,50","11,20","20,20","478,00","10,30","37,50","34,60"
"51,90","27,10","15,00","167,00","1,84","13,90","16,40","621,00","18,60","46,60","33,10"
"48,30","20,90","20,50","64,90","13,70","29,70","47,00","1.065,00","5,73","3,02","15,70"
"112,00","83,50","21,30","23,30","9,31","33,70","51,40","835,00","7,91","23,70","18,40"
"57,80","40,70","16,80","362,00","22,10","11,20","27,90","799,00","9,22","22,90","55,20"
"38,90","28,10","35,50","24,40","1,00","12,50","15,10","1.334,00","13,60","22,70","30,20"
"117,00","78,40","19,30","17,90","6,85","33,40","48,30","947,00","12,50","17,50","1,00"
"68,50","107,00","18,30","31,10","19,50","11,10","22,90","599,00","12,20","27,10","14,30"
"36,80","24,80","21,70","98,20","18,30","7,91","19,80","403,00","8,74","25,90","38,50"
"38,20","29,20","21,10","129,00","24,60","12,40","30,00","723,00","6,67","10,00","21,50"
"47,00","26,20","15,40","84,30","18,30","9,06","27,10","965,00","11,00","18,40","26,70"
"253,00","157,00","25,70","121,00","18,60","25,90","42,20","965,00","11,90","17,90","36,50"
"96,50","46,10","13,60","136,00","3,43","16,00","32,50","505,00","13,50","20,50","46,10"
"191,00","115,00","13,10","12,50","3,31","21,70","25,70","514,00","11,40","12,90","17,00"
"59,90","29,20","12,20","76,40","21,90","18,60","24,80","583,00","9,73","15,10","8,35"
"61,50","37,20","158,00","557,00","110,00","2,64","12,90","461,00","12,10","26,70","27,60"
"34,90","25,00","34,00","26,70","2,71","1,45","6,10","34,30","27,10","61,00","90,60"
"34,60","34,60","13,20","87,40","16,80","12,50","23,90","407,00","7,23","27,60","42,20"
"170,00","123,00","16,50","8,35","1,73","20,20","29,20","757,00","32,80","78,40","186,00"
"21,30","15,30","69,80","239,00","51,90","58,80","70,40","578,00","16,30","27,10","42,20"
"44,90","28,10","21,10","142,00","13,10","16,80","20,70","692,00","17,00","38,50","41,00"
"33,70","20,40","25,50","24,60","6,73","11,90","58,30","325,00","13,90","14,90","32,50"
"200,00","125,00","16,50","308,00","15,10","37,20","38,20","777,00","24,80","43,30","100,00"
"35,50","23,50","23,70","25,90","12,30","16,50","25,00","874,00","66,10","183,00","279,00"
"26,40","23,30","120,00","514,00","117,00","23,50","43,30","799,00","10,80","30,00","58,30"
"41,00","41,00","18,10","167,00","19,80","4,10","15,40","615,00","13,80","22,50","20,50"
"157,00","79,10","20,40","33,70","25,70","4,37","19,30","858,00","49,10","106,00","155,00"
"83,50","54,20","60,40","48,30","14,90","31,30","51,90","621,00","14,10","16,40","25,30"
"109,00","143,00","22,10","108,00","22,50","15,30","35,50","649,00","20,90","58,80","53,30"
"145,00","93,90","34,30","474,00","62,10","15,70","21,50","429,00","10,80","22,50","21,90"
"41,00","11,80","15,40","75,00","13,90","25,00","30,80","626,00","8,06","26,40","15,70"
"30,20","26,70","32,80","191,00","28,10","18,30","19,60","723,00","54,70","139,00","191,00"
"40,70","13,10","25,30","22,70","1,17","11,40","25,70","685,00","14,60","24,60","20,70"
"38,50","20,20","50,00","368,00","60,40","8,74","28,10","483,00","11,40","26,40","40,00"
"37,20","56,70","18,40","21,30","10,80","14,10","31,10","621,00","13,10","23,50","36,20"
"195,00","106,00","13,90","135,00","3,72","24,10","43,70","414,00","10,80","24,80","38,50"
"29,40","31,10","45,70","52,80","8,82","26,70","47,80","523,00","10,00","23,30","29,40"
"60,40","48,70","13,60","29,70","2,35","213,00","322,00","1.554,00","8,35","20,90","23,70"
"60,40","40,70","27,60","22,10","5,00","18,60","41,00","1.124,00","7,70","23,30","17,90"
"64,90","53,30","71,00","466,00","73,00","7,77","19,80","1.114,00","12,40","20,20","12,60"
"58,30","31,10","79,90","77,00","8,58","19,60","28,40","638,00","15,30","36,50","50,90"
"36,50","25,70","22,50","76,40","13,50","17,00","27,90","730,00","12,20","36,20","30,50"
"163,00","117,00","26,90","362,00","53,30","4,83","20,70","157,00","22,30","76,40","85,80"
"41,80","23,10","22,10","101,00","26,20","36,50","44,10","750,00","11,40","36,50","33,40"
"36,50","22,30","49,60","56,20","10,20","22,90","37,20","704,00","29,70","77,00","153,00"
"142,00","85,10","25,30","33,10","26,90","12,00","24,10","939,00","80,60","101,00","12,20"
"90,60","61,50","10,00","18,80","21,10","18,60","31,30","931,00","5,09","100,00","1,00"
"73,00","46,10","15,50","113,00","8,20","13,30","22,30","621,00","13,50","21,90","30,00"
"39,20","19,50","16,40","64,90","9,65","14,60","26,20","750,00","12,00","22,90","25,90"
"86,60","55,20","23,30","22,70","4,91","4,87","9,65","136,00","36,50","86,60","118,00"
"42,90","25,50","15,70","23,10","3,72","30,20","41,00","730,00","22,10","46,60","7,23"
"55,20","42,90","17,50","95,60","6,98","5,62","21,30","610,00","10,20","23,70","26,20"
"64,90","41,40","20,70","168,00","22,90","14,60","25,70","661,00","12,60","25,50","42,60"
"36,20","18,60","34,90","34,90","11,30","13,20","20,40","791,00","1,11","10,50","18,40"
"59,90","35,20","64,90","257,00","42,20","12,60","28,10","730,00","1,86","3,79","4,03"
"51,90","30,20","22,30","136,00","16,80","14,10","23,70","835,00","10,70","20,50","13,50"
"54,70","49,10","20,90","161,00","12,30","21,90","37,90","1.155,00","13,50","32,20","35,50"
"44,90","31,30","23,90","30,20","8,58","26,90","71,70","1.094,00","10,30","23,10","25,30"
"284,00","233,00","50,50","422,00","35,50","1,36","9,82","898,00","34,00","55,20","11,00"
"35,50","28,40","13,20","191,00","13,80","9,14","24,10","500,00","12,50","27,90","35,20"
"92,20","80,60","15,40","167,00","9,39","2,57","10,70","19,30","13,70","37,50","15,50"
"112,00","67,30","17,00","90,60","10,40","39,60","58,30","588,00","8,28","26,20","40,70"
"35,50","25,00","46,10","248,00","35,50","9,22","15,50","632,00","10,80","31,90","30,50"
"44,90","27,60","18,60","117,00","16,80","12,50","14,60","679,00","6,21","14,90","9,39"
"132,00","82,80","16,00","20,90","12,60","1,00","2,17","1,00","17,20","25,90","33,70"
"23,90","10,30","18,80","21,30","1,00","4,18","10,90","219,00","8,98","19,60","29,20"
"34,60","25,50","14,20","89,00","16,40","25,90","50,00","1.298,00","10,80","51,40","7,77"
"135,00","73,70","18,90","105,00","6,49","25,50","62,60","1.911,00","6,21","17,30","15,50"
"31,90","31,10","25,00","16,50","7,57","12,10","19,30","704,00","1,98","64,90","4,49"
"30,80","20,20","21,10","23,50","14,50","30,80","55,70","1.382,00","51,90","113,00","115,00"
"33,70","15,10","49,60","453,00","49,10","27,90","45,30","523,00","49,60","92,20","209,00"
"80,60","58,80","28,10","56,70","8,58","9,82","14,60","594,00","9,73","17,00","27,90"
"34,90","19,80","14,70","94,70","4,91","51,90","89,00","1.981,00","11,00","41,80","41,80"
"176,00","91,40","15,70","149,00","12,30","45,70","72,30","1.827,00","6,15","13,10","3,89"
"15,40","3,02","20,00","17,20","21,70","20,40","31,30","567,00","7,37","23,30","25,00"
"142,00","91,40","57,80","102,00","18,90","12,00","13,60","305,00","4,03","10,60","12,90"
"41,80","24,10","18,40","18,30","8,66","19,80","38,50","422,00","39,60","83,50","158,00"
"26,40","18,30","17,60","44,10","10,40","13,20","20,20","667,00","8,58","20,90","23,30"
"72,30","47,40","16,50","79,90","9,22","8,06","24,60","710,00","7,77","25,30","32,20"
"32,20","10,80","12,60","27,40","10,60","18,60","40,70","813,00","22,30","32,50","41,40"
"225,00","125,00","14,60","11,10","1,54","11,50","31,10","407,00","3,37","66,70","9,22"
"40,30","34,90","24,80","27,90","6,61","1,00","1,67","33,40","15,30","42,60","44,50"
"122,00","89,80","9,22","173,00","3,72","23,50","28,60","1.037,00","10,40","29,40","6,79"
"53,30","38,90","18,30","22,10","6,85","35,50","80,60","2.308,00","20,00","45,70","66,10"
"36,20","23,70","36,80","328,00","51,90","9,22","13,30","679,00","42,20","92,20","122,00"
"37,50","22,10","17,30","14,60","12,20","18,30","27,90","583,00","16,70","41,80","59,40"
"79,90","66,70","22,10","24,10","3,92","15,50","27,90","542,00","13,10","36,80","33,10"
"72,30","39,60","18,60","7,04","14,50","39,60","47,40","389,00","15,40","31,10","33,70"
"101,00","67,30","22,30","68,50","5,67","30,80","39,60","594,00","10,40","27,10","13,90"
"6,67","7,99","48,30","308,00","48,70","6,98","34,30","470,00","11,50","33,40","28,60"
"42,60","25,50","20,20","17,50","10,10","7,17","20,90","474,00","11,40","24,60","23,90"
"57,30","26,90","84,30","461,00","75,70","12,20","29,20","567,00","11,70","13,90","23,50"
"65,50","28,60","18,10","93,90","7,37","22,70","31,10","562,00","91,40","125,00","15,70"
"93,90","50,00","14,60","93,90","14,50","47,00","62,60","685,00","9,65","21,50","29,70"
"59,40","36,80","31,60","67,90","47,00","11,30","21,10","698,00","12,90","35,90","40,00"
"31,60","22,90","26,40","18,10","7,64","11,50","33,70","632,00","14,20","20,90","26,20"
"30,50","21,70","16,00","255,00","6,73","8,51","21,70","414,00","49,60","97,30","193,00"
"41,80","26,40","48,30","302,00","40,00","35,90","62,10","1.334,00","10,00","32,50","33,10"
"178,00","125,00","11,70","2,59","13,90","6,38","16,40","403,00","12,40","44,90","25,30"
"57,80","50,00","13,30","145,00","13,90","14,90","10,20","820,00","12,70","16,70","18,80"
"18,30","16,40","28,10","43,70","10,30","43,30","63,80","710,00","5,83","21,30","26,20"
"131,00","119,00","78,40","250,00","48,70","90,60","126,00","466,00","3,59","7,99","1,08"
"54,70","38,90","16,80","21,70","24,10","26,70","43,70","882,00","36,80","58,30","18,80"
"67,30","31,30","1,00","7,50","389,00","21,30","25,30","621,00","7,04","22,10","22,10"
"28,60","18,10","31,10","36,20","10,90","15,70","36,50","1.000,00","3,05","31,30","27,40"
"61,50","57,30","33,10","16,40","10,20","11,90","43,30","229,00","5,73","16,00","16,40"
"40,30","23,30","31,90","39,20","2,57","6,79","13,70","692,00","11,30","28,10","29,70"
"36,20","18,10","46,60","528,00","49,60","16,10","40,30","965,00","14,60","33,70","15,70"
"38,90","16,40","24,40","195,00","39,60","11,00","20,40","496,00","9,56","30,80","17,50"
"41,00","30,80","20,90","25,00","1,00","12,40","20,20","685,00","10,80","35,20","30,80"
"91,40","53,80","17,50","18,80","5,57","13,00","22,30","496,00","12,90","27,90","4,14"
"188,00","117,00","20,50","16,30","1,00","4,91","5,47","973,00","3,31","10,30","11,10"
"184,00","85,80","8,98","213,00","6,79","20,20","24,10","730,00","13,00","33,40","28,40"
"37,50","17,60","6,61","181,00","13,90","23,90","39,20","644,00","13,20","33,70","56,20"
"50,00","33,10","19,60","22,90","5,88","5,73","20,00","698,00","6,61","17,90","30,80"
"139,00","82,00","20,70","24,80","4,66","36,50","41,40","483,00","4,49","59,40","3,82"
"101,00","57,80","17,90","62,10","11,70","20,70","42,20","470,00","10,60","37,50","21,70"
"53,30","40,30","14,30","106,00","18,30","32,50","62,60","898,00","31,30","60,40","88,20"
"58,30","44,50","21,90","17,30","5,67","37,90","89,00","1.946,00","12,10","31,10","37,50"
"175,00","126,00","14,10","137,00","5,09","102,00","160,00","2.788,00","15,40","30,00","50,00"
"34,60","25,50","32,20","35,90","10,90","2,29","7,37","125,00","13,90","25,70","29,40"
"11,80","17,00","49,10","410,00","54,20","15,70","36,20","1.219,00","10,10","22,10","19,60"
"38,90","32,80","129,00","308,00","73,00","2,48","12,60","906,00","12,60","29,40","16,70"
"34,30","26,90","54,20","79,10","32,80","9,14","13,50","410,00","14,10","30,50","20,90"
"38,90","5,38","22,30","87,40","22,10","20,50","49,60","1.046,00","5,38","5,42","4,87"
"37,50","15,00","40,30","44,50","14,50","9,22","14,90","610,00","1,22","5,52","11,40"
"33,70","21,50","18,90","217,00","9,22","14,10","18,60","542,00","10,40","19,30","40,70"
"22,10","23,30","30,00","22,70","6,44","19,60","35,50","939,00","15,10","26,90","23,90"
"35,90","25,00","93,90","474,00","77,70","97,30","158,00","1.747,00","1,12","3,43","22,90"
"37,90","18,10","14,90","153,00","5,28","10,20","26,70","389,00","48,30","118,00","138,00"
"21,10","15,00","24,80","25,70","5,38","9,65","36,20","737,00","11,20","29,70","24,40"
"31,10","24,40","19,50","248,00","29,40","21,70","34,60","505,00","13,60","22,90","19,30"
"57,80","42,90","25,70","35,90","2,86","8,28","11,30","259,00","5,42","55,20","5,57"
"56,20","29,20","47,40","262,00","36,50","1,51","13,50","667,00","8,58","11,90","4,10"
"7,70","10,90","13,10","89,80","11,40","9,31","20,00","410,00","9,31","21,50","25,00"
"112,00","76,40","44,10","487,00","67,30","15,10","21,10","505,00","8,82","13,90","7,99"
"31,10","26,70","33,70","198,00","32,20","8,66","18,30","1.197,00","5,33","8,98","9,06"
"71,00","42,90","17,90","44,10","8,74","8,35","12,70","1.094,00","10,60","44,10","44,50"
"52,30","32,80","23,50","217,00","14,60","24,10","35,50","939,00","37,50","79,10","133,00"
"149,00","96,50","59,90","302,00","40,00","4,41","16,40","137,00","6,38","20,70","16,50"
"65,50","32,80","13,30","122,00","16,70","7,10","13,10","655,00","12,50","22,90","43,30"
"44,50","37,20","18,40","250,00","28,10","20,50","21,30","533,00","3,55","16,80","28,10"
"126,00","89,00","37,20","300,00","33,70","26,70","41,00","723,00","49,60","99,10","154,00"
"59,40","36,80","10,20","157,00","14,60","11,70","24,40","349,00","12,10","20,20","21,70"
"32,80","32,50","28,10","235,00","19,80","8,51","18,40","698,00","9,47","30,80","25,50"
"22,10","18,80","18,10","27,90","10,60","14,10","23,70","487,00","13,50","36,20","33,10"
"30,20","22,90","21,10","175,00","21,10","23,10","76,40","1.263,00","7,84","22,30","18,80"
"69,80","44,50","17,60","92,20","8,43","9,73","20,20","661,00","40,30","70,40","67,30"
"40,70","22,10","35,50","200,00","42,90","7,17","11,00","533,00","13,70","28,40","27,60"
"50,50","32,50","22,90","26,70","5,57","3,40","14,50","235,00","5,19","13,70","11,80"
"106,00","85,80","19,50","86,60","10,00","49,10","67,90","483,00","7,10","25,50","36,20"
"142,00","90,60","17,30","66,10","18,40","15,30","40,30","730,00","5,62","23,10","21,90"
"184,00","132,00","21,10","21,10","10,40","5,88","40,70","1.252,00","46,10","115,00","145,00"
"50,00","31,60","15,50","61,00","11,70","16,30","34,90","874,00","40,70","107,00","106,00"
"138,00","109,00","65,50","359,00","60,40","8,20","14,30","533,00","12,40","28,60","8,82"
"55,20","32,20","13,60","142,00","10,20","9,47","25,50","346,00","7,70","23,50","28,40"
"42,60","18,10","17,00","15,50","1,21","13,90","15,30","487,00","9,73","9,39","12,90"
"78,40","74,30","25,90","110,00","42,20","17,20","42,90","626,00","10,40","18,60","35,20"
"37,50","25,90","24,10","27,60","3,85","17,00","47,80","692,00","38,50","64,90","57,30"
"21,10","6,55","24,60","28,10","3,68","15,50","41,00","882,00","7,70","10,80","14,70"
"76,40","43,70","8,82","235,00","22,70","23,10","40,30","583,00","25,50","44,10","51,90"
"61,50","64,40","16,10","163,00","2,71","25,50","34,00","487,00","7,70","23,90","29,40"
"66,70","44,90","22,90","68,50","25,00","28,40","56,20","453,00","9,31","18,80","24,60"
"56,70","25,90","21,30","21,30","16,10","22,10","32,50","922,00","9,06","23,90","27,10"
"85,80","21,90","18,60","25,30","4,61","13,60","26,70","422,00","11,00","21,50","22,10"
"39,60","28,10","20,90","18,80","15,30","24,10","39,20","604,00","13,60","31,30","39,20"
"31,10","23,70","20,70","176,00","14,70","5,05","20,70","271,00","13,50","30,80","36,50"
"29,40","20,00","16,50","46,10","5,83","14,70","43,30","461,00","28,60","47,40","3,13"
"18,40","19,10","44,10","231,00","62,60","59,40","93,10","3.619,00","24,40","56,70","77,00"
"33,10","14,10","24,80","23,30","4,45","7,91","14,50","1.155,00","4,14","12,60","4,29"
"52,30","33,10","54,70","334,00","47,00","87,40","146,00","2.864,00","16,70","25,50","33,10"
"39,60","25,30","12,10","88,20","3,08","26,20","48,70","1.395,00","31,10","60,40","74,30"
"39,60","20,20","93,10","505,00","58,80","5,52","30,80","1.843,00","7,10","18,40","18,80"
"35,90","13,50","12,00","186,00","21,50","15,80","35,50","991,00","13,10","16,40","42,90"
"58,80","40,00","22,50","63,80","23,10","11,30","15,00","528,00","67,90","97,30","3,89"
"95,60","59,40","49,10","437,00","50,00","13,60","24,60","588,00","49,10","115,00","164,00"
"32,20","25,90","28,60","204,00","20,50","45,30","74,30","2.148,00","6,38","26,40","27,10"
"33,10","21,70","13,80","103,00","10,50","12,90","22,70","509,00","9,14","22,70","29,70"
"36,80","83,50","24,60","115,00","12,10","37,20","47,00","813,00","12,60","21,50","29,70"
"47,00","26,90","27,40","19,50","8,35","7,37","18,40","649,00","11,30","30,80","36,80"
"34,60","30,00","18,30","109,00","9,82","112,00","189,00","2.525,00","10,30","20,90","22,90"
"38,50","23,50","5,42","4,83","12,60","37,50","55,20","599,00","36,80","81,30","110,00"
"204,00","130,00","23,70","21,50","4,00","15,50","34,60","737,00","12,90","15,10","32,50"
"2,37","2,29","78,40","379,00","57,80","9,65","29,70","478,00","15,50","17,80","44,50"
"26,20","39,20","24,80","44,90","16,30","50,00","90,60","1.407,00","31,90","62,10","74,30"
"27,90","17,90","45,70","141,00","26,20","19,60","34,90","947,00","15,00","22,30","29,20"
"96,50","62,60","106,00","359,00","65,50","11,10","24,60","750,00","6,79","40,70","34,90"
"191,00","121,00","15,80","106,00","11,00","12,90","22,50","638,00","8,98","18,90","21,50"
"31,30","17,80","24,10","15,40","10,10","22,50","39,20","552,00","31,10","97,30","207,00"
"43,70","25,70","9,91","113,00","9,06","40,00","58,80","483,00","17,80","47,00","88,20"
"35,90","25,70","49,60","362,00","46,10","35,90","55,70","1.877,00","9,39","21,90","27,60"
"36,50","28,40","16,10","106,00","4,41","11,70","28,60","604,00","76,40","163,00","198,00"
"163,00","94,70","17,50","23,90","6,92","13,80","46,10","400,00","8,13","11,80","17,30"
"25,50","22,70","44,90","248,00","223,00","44,10","89,00","3.078,00","35,50","70,40","103,00"
"34,90","24,60","29,40","41,40","13,80","20,70","56,70","478,00","8,90","19,10","13,70"
"30,20","16,70","18,80","62,10","14,10","12,70","32,20","717,00","4,83","26,20","36,80"
"229,00","165,00","21,30","25,50","1,09","59,40","129,00","2.436,00","9,91","20,00","15,50"
"43,70","27,40","78,40","385,00","72,30","45,70","80,60","1.611,00","9,14","16,50","13,80"
"133,00","95,60","18,40","57,30","1,88","12,40","35,90","562,00","18,30","41,40","46,10"
"23,30","30,20","31,30","202,00","43,30","58,30","104,00","1.670,00","19,80","42,60","109,00"
"33,40","21,50","23,70","32,20","4,57","11,70","34,60","359,00","14,10","26,90","34,60"
"49,10","41,40","17,80","122,00","18,30","10,10","10,20","965,00","13,00","34,00","27,90"
"37,50","22,30","24,40","67,30","26,70","9,65","16,50","300,00","8,90","13,50","9,56"
"30,00","15,50","15,30","56,20","12,30","37,90","47,80","604,00","6,04","24,10","10,20"
"38,50","32,80","11,70","7,50","11,40","61,50","154,00","3.078,00","14,10","21,50","5,62"
"36,80","25,30","41,00","146,00","54,70","10,20","25,70","1.382,00","14,10","34,60","27,60"
"31,90","15,30","19,50","15,80","5,09","16,50","42,20","1.700,00","63,20","98,20","34,90"
"189,00","121,00","21,30","27,90","14,60","29,70","44,90","661,00","2,13","67,90","5,88"
