praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"173,00","244,00","22,10","18,90","17,60","1,00","48,30","98,20","2,89","18,60","13,00"
"274,00","433,00","8,13","146,00","31,60","2,11","64,40","322,00","2,67","107,00","349,00"
"122,00","231,00","7,77","141,00","6,73","1,00","43,30","113,00","12,20","30,00","30,20"
"1.155,00","1.700,00","5,57","155,00","13,90","4,22","52,80","1.655,00","2,37","16,00","5,42"
"154,00","165,00","9,65","183,00","36,20","3,40","111,00","316,00","49,10","90,60","42,20"
"239,00","349,00","10,00","17,00","30,80","2,59","32,80","102,00","1,17","12,00","1,36"
"355,00","453,00","10,30","19,80","15,30","2,13","155,00","319,00","1,65","21,70","3,65"
"509,00","799,00","14,90","13,80","9,47","26,70","133,00","4.217,00","11,70","54,70","28,90"
"1.208,00","1.731,00","12,50","17,90","15,50","32,20","184,00","4.826,00","2,55","33,40","11,50"
"673,00","1.055,00","19,80","22,30","8,82","1,24","26,40","33,70","1,41","40,70","1,00"
"62,60","69,20","14,70","28,60","23,70","1,22","66,70","73,00","4,78","35,20","11,40"
"124,00","176,00","15,00","25,90","31,60","1,00","31,10","124,00","2,67","29,70","12,60"
"770,00","1.084,00","13,80","19,10","8,28","27,40","145,00","6.321,00","3,31","37,50","164,00"
"100,00","126,00","18,40","32,50","7,84","10,80","111,00","189,00","6,49","45,70","11,00"
"403,00","610,00","6,32","106,00","12,50","16,10","186,00","1.094,00","3,02","30,20","15,80"
"257,00","410,00","6,98","21,50","48,30","1,00","38,50","54,70","20,20","52,30","27,10"
"1.286,00","1.827,00","10,00","50,90","42,20","3,62","59,90","183,00","33,70","96,50","48,30"
"141,00","229,00","5,67","13,50","40,30","1,03","233,00","441,00","1,00","19,60","8,06"
"55,70","112,00","14,60","20,40","7,77","1,88","16,70","10,90","3,72","10,60","3,96"
"175,00","217,00","9,14","73,70","28,10","1,50","31,90","62,60","4,18","47,40","19,50"
"1.230,00","1.700,00","12,90","142,00","43,70","2,84","33,70","79,10","10,30","38,50","25,70"
"246,00","352,00","10,60","17,00","18,40","1,00","27,40","48,70","11,20","46,60","147,00"
"12,70","17,90","13,10","56,20","14,10","1,14","32,80","45,70","3,16","33,10","11,50"
"313,00","445,00","15,70","16,30","1,01","1,18","29,40","36,80","1,00","13,20","6,04"
"67,30","106,00","14,50","22,90","15,40","20,50","71,70","882,00","5,19","16,40","7,37"
"496,00","770,00","12,60","14,30","9,22","2,37","27,60","45,30","11,80","34,90","19,30"
"368,00","588,00","19,80","130,00","51,40","17,20","67,90","2.458,00","19,30","44,90","8,58"
"204,00","244,00","18,40","27,60","25,90","1,00","42,20","82,00","5,99","5,62","3,75"
"137,00","183,00","7,99","4,03","10,10","1,24","12,20","85,10","3,08","21,30","76,40"
"305,00","552,00","4,00","183,00","24,60","2,62","28,10","155,00","1,58","47,80","11,70"
"207,00","331,00","1,10","11,70","6,26","8,98","44,90","284,00","4,45","41,00","8,98"
"215,00","337,00","44,10","109,00","87,40","3,89","25,50","1.778,00","1,00","11,70","1,00"
"334,00","449,00","11,90","87,40","21,50","4,78","82,00","1.794,00","34,00","82,80","56,70"
"120,00","215,00","16,00","22,70","4,78","2,79","66,10","279,00","8,90","30,00","23,50"
"308,00","466,00","5,14","2,92","10,60","3,00","42,20","241,00","2,27","16,30","12,30"
"42,20","46,60","14,20","21,90","14,50","6,10","79,10","1.176,00","20,40","59,40","32,50"
"39,60","59,40","9,65","21,10","10,60","1,91","14,10","55,70","1,00","11,50","7,57"
"209,00","271,00","23,50","31,60","10,60","7,30","101,00","217,00","14,70","27,10","4,70"
"281,00","400,00","9,73","23,10","30,50","25,50","153,00","2.054,00","38,50","79,10","237,00"
"132,00","188,00","18,90","17,50","2,97","55,20","219,00","4.255,00","10,80","38,50","106,00"
"433,00","638,00","7,99","130,00","26,70","1,96","74,30","215,00","4,07","23,30","12,20"
"183,00","225,00","38,90","100,00","69,80","1,00","56,20","109,00","1,57","28,10","6,44"
"308,00","514,00","13,70","59,90","6,85","4,74","67,90","292,00","9,91","101,00","172,00"
"127,00","195,00","14,20","17,80","21,10","1,67","23,70","74,30","16,70","61,00","11,20"
"1.275,00","1.827,00","8,74","16,00","5,52","4,87","39,60","100,00","23,10","56,20","15,80"
"186,00","235,00","34,30","120,00","48,30","2,05","89,00","184,00","31,90","119,00","49,60"
"105,00","155,00","17,20","19,30","6,85","1,00","31,90","137,00","1,00","12,90","8,90"
"325,00","491,00","35,50","69,80","13,50","1,00","43,30","106,00","13,10","42,20","94,70"
"69,80","109,00","11,90","49,60","11,00","2,07","113,00","264,00","11,50","37,50","10,60"
"1.018,00","1.446,00","4,07","122,00","13,30","3,08","14,60","64,40","3,89","27,60","13,90"
"76,40","57,30","20,90","109,00","112,00","28,60","137,00","2.054,00","3,79","44,90","10,10"
"59,40","63,20","28,60","61,50","27,90","1,53","37,20","139,00","23,50","53,80","21,90"
"343,00","599,00","16,30","53,30","13,90","1,70","32,50","137,00","3,92","27,60","3,25"
"297,00","403,00","5,78","22,90","7,30","3,37","109,00","328,00","3,65","22,70","6,15"
"588,00","922,00","22,50","33,10","20,50","24,40","70,40","1.286,00","7,37","51,40","98,20"
"791,00","1.197,00","47,00","13,00","26,90","1,61","28,60","53,30","44,50","88,20","25,00"
"235,00","340,00","16,80","15,10","17,80","1,01","33,10","58,80","1,17","32,50","5,47"
"170,00","239,00","6,92","67,30","11,00","16,00","63,20","1.486,00","57,30","139,00","33,70"
"644,00","1.000,00","6,61","1,47","154,00","1,88","59,90","219,00","32,50","66,10","28,60"
"284,00","414,00","17,00","20,40","8,35","2,35","28,10","35,50","1,00","32,50","13,10"
"638,00","956,00","18,90","50,50","46,60","9,91","93,10","1.382,00","1,35","33,10","16,10"
"235,00","334,00","10,40","61,00","11,30","1,00","70,40","241,00","1,00","9,56","12,10"
"225,00","340,00","13,80","56,70","36,80","2,13","58,30","255,00","2,04","29,40","1,95"
"382,00","562,00","131,00","93,90","770,00","1,12","31,10","102,00","1,61","18,10","3,16"
"2.738,00","3.924,00","14,90","11,10","6,04","2,57","78,40","221,00","1,65","18,10","3,40"
"898,00","1.407,00","7,77","13,90","30,20","12,30","77,70","1.794,00","13,80","45,30","17,00"
"193,00","264,00","20,50","19,50","17,90","18,90","61,00","1.124,00","2,11","13,10","61,50"
"42,90","34,30","117,00","219,00","59,90","3,31","30,50","91,40","15,40","32,80","195,00"
"1.472,00","2.072,00","34,90","28,90","19,60","7,70","49,60","2.308,00","10,70","40,30","68,50"
"97,30","126,00","53,80","188,00","106,00","1,00","46,10","121,00","2,11","27,90","124,00"
"85,80","123,00","16,40","103,00","12,30","1,00","63,80","241,00","1,01","19,80","3,40"
"92,20","91,40","45,70","79,90","37,20","1,00","139,00","188,00","12,90","49,60","8,51"
"1.155,00","1.747,00","15,50","154,00","27,40","2,33","75,70","248,00","4,07","29,70","8,90"
"172,00","279,00","5,99","28,10","47,00","6,21","72,30","325,00","3,72","32,80","8,58"
"143,00","229,00","14,50","25,00","20,00","2,29","30,20","61,50","3,55","16,70","10,50"
"204,00","308,00","26,20","23,10","5,52","5,42","58,30","176,00","12,40","80,60","158,00"
"167,00","289,00","17,00","33,10","13,20","4,57","141,00","325,00","12,20","32,20","112,00"
"615,00","982,00","28,90","44,50","31,30","9,56","191,00","1.670,00","1,18","7,37","7,64"
"223,00","352,00","16,10","163,00","55,70","10,80","132,00","1.568,00","9,31","34,90","13,90"
"72,30","106,00","15,70","25,30","13,60","1,00","49,60","89,00","12,20","42,20","13,20"
"300,00","449,00","22,70","25,90","5,73","11,30","67,90","1.407,00","4,22","48,30","12,00"
"31,30","34,60","7,57","150,00","21,10","1,31","118,00","257,00","31,10","58,80","22,30"
"99,10","184,00","10,20","89,00","34,00","1,21","50,00","120,00","15,70","50,90","63,80"
"39,20","38,20","9,06","80,60","25,00","1,47","66,10","195,00","1,89","50,90","1,00"
"914,00","1.370,00","4,18","15,50","63,80","1,88","49,10","143,00","2,11","29,40","4,07"
"109,00","176,00","15,80","973,00","98,20","3,28","57,30","279,00","37,90","67,30","4,61"
"86,60","81,30","89,00","246,00","111,00","1,00","33,70","80,60","11,40","35,20","71,70"
"35,90","35,20","23,10","95,60","32,50","3,11","75,00","289,00","3,43","25,30","8,90"
"487,00","685,00","13,00","18,40","4,70","5,00","121,00","392,00","17,80","41,80","17,20"
"478,00","723,00","18,40","21,30","1,00","12,40","91,40","2.503,00","1,73","39,60","12,50"
"2.714,00","3.889,00","13,90","94,70","40,00","1,79","195,00","414,00","9,39","41,80","24,60"
"78,40","205,00","20,00","18,40","17,00","1,15","22,50","69,80","1,02","43,70","7,84"
"400,00","547,00","13,50","55,70","15,10","2,74","31,10","147,00","12,90","58,30","32,80"
"519,00","730,00","13,20","64,90","23,70","6,55","30,20","1.700,00","24,60","48,30","13,50"
"225,00","305,00","33,70","58,30","30,80","7,30","56,70","1.731,00","2,48","9,39","8,90"
"193,00","267,00","17,60","88,20","64,40","1,00","12,30","145,00","1,07","14,70","2,13"
"215,00","305,00","4,10","4,70","10,60","2,11","19,10","41,40","3,52","38,20","6,04"
"50,00","46,10","20,70","11,30","17,80","1,00","56,20","253,00","2,48","54,20","11,90"
"46,60","93,90","10,20","8,20","30,50","29,40","80,60","956,00","3,11","17,50","2,33"
"1.420,00","1.928,00","14,30","119,00","45,70","2,21","99,10","215,00","1,00","9,56","8,13"
"40,70","68,50","18,90","30,00","22,30","2,64","11,10","92,20","2,37","55,70","16,40"
"27,60","10,70","17,00","17,50","8,74","1,00","31,30","53,80","2,33","43,30","4,03"
"2.035,00","2.788,00","23,70","34,90","21,70","12,40","107,00","882,00","2,64","27,90","2,00"
"453,00","661,00","136,00","241,00","48,70","2,62","53,30","173,00","5,62","50,00","145,00"
"365,00","644,00","14,70","123,00","17,60","1,24","39,60","115,00","23,10","93,90","48,70"
"41,80","28,40","22,30","25,70","1,23","1,57","40,70","195,00","38,50","102,00","52,80"
"193,00","308,00","14,70","46,10","21,30","2,37","16,10","62,60","19,80","44,10","18,30"
"1.065,00","1.526,00","117,00","281,00","93,90","3,16","22,50","110,00","45,70","74,30","21,10"
"213,00","308,00","15,30","52,80","33,10","1,00","19,50","151,00","8,20","55,20","31,10"
"193,00","289,00","20,90","70,40","38,20","7,91","67,90","294,00","11,20","40,00","22,50"
"213,00","311,00","4,33","196,00","82,00","3,46","35,50","124,00","1,19","12,60","2,02"
"340,00","500,00","24,80","85,10","39,20","2,35","25,00","16,00","9,31","50,50","24,40"
"1.134,00","1.582,00","1,00","9,91","15,70","1,36","42,90","96,50","2,21","20,00","55,70"
"132,00","198,00","3,05","22,70","56,70","2,29","72,30","215,00","23,10","80,60","42,20"
"106,00","172,00","13,60","49,60","40,70","4,45","146,00","392,00","7,84","52,80","34,30"
"57,80","72,30","26,70","54,70","43,70","6,38","35,20","248,00","9,82","30,80","10,60"
"956,00","1.382,00","16,70","20,90","13,80","11,00","49,60","1.540,00","1,73","41,00","10,30"
"599,00","898,00","20,40","14,30","2,79","1,53","30,50","136,00","1,18","35,20","6,61"
"231,00","352,00","20,00","106,00","34,00","1,24","37,50","93,10","4,70","28,40","106,00"
"698,00","1.104,00","21,90","21,50","5,05","3,02","138,00","359,00","46,10","93,10","29,70"
"1.000,00","1.512,00","16,80","106,00","24,10","6,85","63,20","271,00","4,10","23,30","17,60"
"188,00","292,00","11,40","93,10","14,10","1,00","38,50","129,00","1,04","17,60","8,06"
"56,20","56,70","11,90","120,00","31,30","1,00","57,30","163,00","3,40","13,90","12,90"
"164,00","213,00","15,80","552,00","66,10","1,00","25,70","90,60","5,33","77,70","175,00"
"1.009,00","1.420,00","21,10","26,70","53,30","6,49","67,30","346,00","1,00","31,60","1,79"
"461,00","784,00","20,20","24,10","7,43","1,10","20,20","87,40","1,64","19,10","2,53"
"297,00","437,00","7,70","18,40","17,60","23,70","77,70","973,00","1,00","44,90","12,70"
"164,00","269,00","59,90","67,30","23,10","1,00","118,00","223,00","1,00","8,74","1,51"
"649,00","1.027,00","17,00","47,40","17,50","1,00","56,70","146,00","20,40","47,00","9,82"
"130,00","184,00","16,40","46,10","23,70","1,55","59,90","89,80","1,00","36,80","14,20"
"196,00","286,00","11,10","17,00","5,00","22,70","84,30","2.308,00","2,79","10,10","7,37"
"231,00","325,00","13,80","51,90","22,30","2,74","51,90","129,00","3,11","23,50","6,61"
"23,90","32,50","15,40","4,03","23,30","5,14","49,60","1.877,00","3,59","57,30","6,79"
"130,00","191,00","42,60","262,00","93,90","1,00","110,00","294,00","1,43","29,20","7,30"
"122,00","65,50","16,50","17,50","9,47","1,33","118,00","284,00","1,38","37,20","8,13"
"253,00","372,00","17,90","32,50","31,90","6,98","64,90","246,00","1,42","39,60","117,00"
"316,00","445,00","16,10","22,70","41,00","4,57","35,50","213,00","1,18","23,90","5,42"
"27,60","54,20","26,70","71,00","34,90","1,35","80,60","227,00","49,60","84,30","36,20"
"1.124,00","1.554,00","13,00","83,50","41,40","1,00","53,30","94,70","4,29","34,30","14,90"
"167,00","255,00","14,60","58,80","5,28","2,11","79,10","237,00","1,00","14,70","14,60"
"153,00","248,00","27,60","22,30","14,30","4,22","33,10","799,00","1,00","41,00","9,73"
"217,00","191,00","48,70","56,20","18,80","17,60","170,00","991,00","1,00","26,70","10,70"
"241,00","319,00","11,80","123,00","44,10","7,77","47,40","1.334,00","3,00","52,30","20,90"
"433,00","588,00","15,50","14,50","13,20","4,33","17,60","71,00","2,86","22,30","3,46"
"1.275,00","1.811,00","15,10","19,10","14,20","16,50","121,00","1.104,00","1,50","54,70","11,00"
"85,80","124,00","16,40","53,80","26,40","5,78","96,50","276,00","4,18","17,90","69,20"
"30,00","41,80","12,20","18,10","18,40","1,00","42,20","237,00","1,75","34,30","5,00"
"227,00","316,00","25,50","56,20","31,30","2,74","20,70","61,50","18,40","62,10","25,70"
"64,40","79,10","21,10","33,40","5,67","2,35","47,40","71,00","4,96","17,80","9,14"
"931,00","1.310,00","12,50","23,70","1,30","5,09","44,50","85,10","1,64","14,30","10,40"
"466,00","777,00","16,50","18,80","10,60","1,08","64,40","163,00","16,40","51,90","30,20"
"1.037,00","1.420,00","20,70","12,50","19,10","1,00","67,90","143,00","2,55","11,20","7,64"
"85,80","107,00","14,50","35,20","8,74","1,36","17,60","50,00","3,59","38,90","2,55"
"470,00","704,00","17,20","21,70","5,62","1,00","38,20","54,70","3,05","24,80","17,90"
"673,00","939,00","24,10","24,80","2,07","7,57","112,00","1.499,00","4,03","22,30","7,04"
"82,80","103,00","17,50","19,60","11,00","6,79","53,30","2.148,00","28,40","66,70","103,00"
"84,30","142,00","9,65","142,00","8,35","1,45","126,00","352,00","3,65","29,20","111,00"
"300,00","445,00","18,40","16,70","12,60","25,90","158,00","1.715,00","17,60","51,40","20,50"
"154,00","189,00","5,47","26,40","20,90","12,40","109,00","1.433,00","2,15","53,80","11,00"
"843,00","1.241,00","47,80","95,60","11,40","1,37","83,50","269,00","1,53","37,90","7,04"
"308,00","547,00","15,70","56,70","30,00","2,09","30,50","167,00","1,00","13,10","1,88"
"145,00","164,00","15,70","193,00","11,10","4,10","91,40","389,00","11,80","34,90","13,00"
"181,00","271,00","3,96","17,00","25,90","1,72","110,00","262,00","1,00","26,90","5,05"
"1.794,00","2.393,00","17,30","51,40","31,60","1,09","26,20","124,00","6,85","35,90","3,62"
"66,70","88,20","17,60","27,10","19,30","1,14","17,50","81,30","3,37","21,30","9,91"
"241,00","375,00","18,90","17,50","6,38","1,04","109,00","217,00","11,90","31,90","8,74"
"1.252,00","1.762,00","13,80","66,10","15,50","3,89","165,00","573,00","2,67","36,80","6,15"
"131,00","213,00","26,70","487,00","86,60","3,25","48,70","147,00","14,20","57,80","82,00"
"52,80","73,00","11,20","89,80","15,40","1,00","20,70","77,70","1,50","6,38","7,50"
"1.526,00","2.227,00","30,00","52,80","70,40","18,60","46,10","1.176,00","21,70","72,30","42,20"
"914,00","1.298,00","11,10","46,60","10,90","4,14","38,90","149,00","1,76","30,80","6,21"
"62,10","71,70","12,90","85,10","26,40","1,84","43,30","61,00","1,61","29,70","13,70"
"274,00","426,00","9,31","19,30","11,20","1,00","17,20","44,90","4,00","26,90","16,40"
"38,90","36,50","20,90","37,20","14,70","3,08","76,40","259,00","7,57","53,80","9,73"
"58,30","87,40","15,70","96,50","19,60","22,30","145,00","956,00","1,64","26,70","16,00"
"160,00","257,00","15,50","64,40","30,00","6,85","46,60","2.350,00","1,54","34,90","12,20"
"227,00","289,00","8,20","173,00","25,30","8,13","155,00","449,00","1,27","44,90","17,60"
"63,20","89,00","20,40","23,50","73,00","1,43","40,30","167,00","1,00","21,30","6,49"
"157,00","231,00","18,80","15,70","15,00","25,50","97,30","757,00","3,05","10,00","7,84"
"32,50","77,00","10,70","25,00","19,80","1,00","23,50","93,90","1,00","28,40","6,32"
"209,00","334,00","21,50","11,90","7,30","1,54","51,90","164,00","30,80","115,00","56,70"
"547,00","906,00","26,90","319,00","50,90","1,24","124,00","340,00","9,91","34,00","20,20"
"158,00","204,00","7,99","23,90","13,20","1,78","41,80","173,00","3,02","24,40","5,52"
"231,00","269,00","24,80","22,70","41,40","1,45","11,80","78,40","8,20","32,80","9,14"
"138,00","193,00","17,20","68,50","29,20","26,20","227,00","2.148,00","3,00","17,20","5,23"
"1.252,00","1.778,00","38,90","52,30","21,10","4,00","24,80","137,00","2,39","34,60","10,30"
"931,00","1.395,00","42,20","133,00","313,00","1,18","122,00","183,00","1,04","32,50","3,16"
"130,00","198,00","16,50","10,80","22,90","2,74","30,80","91,40","10,80","32,50","5,83"
"103,00","176,00","29,40","66,70","78,40","1,67","20,50","66,70","1,50","48,70","5,00"
"78,40","94,70","9,22","25,00","42,60","4,29","64,40","209,00","1,00","19,60","5,42"
"231,00","322,00","14,10","21,70","14,20","1,00","66,70","62,60","15,10","59,90","14,50"
"632,00","843,00","25,00","88,20","59,90","12,00","55,20","1.747,00","1,00","61,50","13,60"
"211,00","286,00","19,30","27,40","2,62","1,00","33,70","146,00","1,51","48,30","12,50"
"1.230,00","1.843,00","12,20","15,00","15,80","1,00","23,70","126,00","1,81","21,50","6,21"
"89,00","146,00","12,00","30,50","6,79","1,00","58,30","223,00","4,74","15,30","7,70"
"195,00","269,00","24,40","130,00","48,70","1,00","65,50","146,00","29,40","93,90","37,90"
"55,20","32,20","1,96","300,00","30,80","5,14","91,40","791,00","10,60","31,90","18,30"
"1.144,00","1.611,00","10,50","145,00","12,70","20,20","61,50","1.230,00","3,59","31,10","8,51"
"186,00","302,00","1,00","271,00","16,30","6,98","44,50","449,00","1,57","17,60","6,10"
"1.055,00","1.625,00","10,30","35,50","64,90","4,61","29,40","29,20","1,20","32,50","4,61"
"483,00","737,00","13,70","55,20","21,90","2,57","91,40","292,00","1,00","30,80","15,10"
"52,80","86,60","7,30","27,60","42,90","2,84","46,10","104,00","1,14","20,70","4,14"
"95,60","137,00","21,90","37,50","13,10","1,54","41,40","123,00","1,20","16,00","8,98"
"211,00","322,00","42,60","45,30","13,60","10,60","85,10","407,00","1,00","44,90","6,49"
"302,00","437,00","12,70","39,20","17,90","1,00","53,30","168,00","3,62","50,90","79,90"
"1.275,00","1.843,00","19,50","153,00","23,30","1,00","79,10","271,00","1,00","25,70","5,47"
"533,00","813,00","5,94","12,40","20,50","1,00","32,20","65,50","1,50","20,40","2,33"
"939,00","1.433,00","32,50","25,50","37,20","2,94","28,60","98,20","1,58","22,30","76,40"
"67,90","93,90","29,70","16,40","2,89","2,76","55,20","158,00","4,96","51,40","8,58"
"178,00","284,00","19,60","48,30","18,10","3,79","44,50","1.298,00","39,60","62,60","28,90"
"1.499,00","2.091,00","26,20","52,80","106,00","3,43","133,00","331,00","3,85","30,50","16,30"
"225,00","346,00","23,50","53,80","84,30","19,50","85,80","1.459,00","2,39","25,00","6,73"
"308,00","453,00","20,40","15,50","1,00","4,83","82,80","365,00","3,65","15,40","17,20"
"175,00","264,00","12,60","17,20","18,40","2,21","39,60","866,00","1,00","31,30","1,00"
"198,00","264,00","3,40","40,30","5,83","1,20","40,30","141,00","3,62","37,90","13,70"
"80,60","105,00","25,90","15,70","25,30","4,57","117,00","233,00","16,50","41,00","18,30"
"65,50","73,00","23,30","32,20","16,00","2,86","62,60","117,00","1,00","26,20","7,99"
"44,90","74,30","24,40","12,30","29,40","3,82","178,00","352,00","3,96","13,60","7,99"
"204,00","379,00","21,30","47,80","88,20","22,10","120,00","1.540,00","10,70","37,50","18,30"
"223,00","365,00","10,80","31,60","35,20","1,73","37,20","143,00","4,18","15,80","1,88"
"87,40","167,00","25,50","379,00","66,70","1,00","45,70","57,80","33,10","57,80","43,30"
"478,00","770,00","15,40","85,80","22,10","1,47","84,30","328,00","1,08","22,10","4,96"
"58,80","125,00","7,57","196,00","27,40","2,81","17,20","98,20","4,26","20,50","14,90"
"147,00","176,00","11,20","34,90","36,80","6,21","54,20","1.459,00","16,30","55,70","32,20"
"55,20","58,30","18,30","20,90","8,98","2,71","28,40","108,00","2,37","29,70","1,58"
"231,00","343,00","16,30","59,40","20,50","2,97","30,00","124,00","2,67","22,90","3,82"
"322,00","478,00","13,60","15,70","4,57","1,00","25,90","66,10","1,00","28,60","10,00"
"241,00","328,00","13,20","94,70","25,70","2,55","23,90","153,00","2,67","9,91","3,65"
"178,00","257,00","5,78","12,90","30,50","14,20","80,60","1.911,00","5,99","42,20","10,60"
"385,00","578,00","8,13","155,00","45,70","3,79","133,00","414,00","3,59","24,40","4,22"
"300,00","426,00","21,10","20,50","12,10","3,72","61,00","274,00","1,30","24,10","7,64"
"127,00","172,00","17,90","56,70","20,90","7,70","36,80","1.018,00","1,00","26,40","10,20"
"139,00","227,00","10,20","24,10","22,90","2,09","121,00","337,00","2,25","31,10","5,09"
"244,00","322,00","14,70","12,00","3,82","1,76","54,70","118,00","4,49","58,80","30,20"
"1.219,00","1.794,00","2,53","382,00","32,80","2,89","45,30","145,00","2,07","32,80","8,98"
"193,00","311,00","10,30","28,90","77,00","42,60","337,00","2.864,00","1,13","31,30","5,94"
"562,00","906,00","15,50","18,30","12,10","1,19","35,20","85,10","7,10","38,50","17,00"
"56,70","47,40","13,60","141,00","46,60","1,76","44,50","161,00","1,89","34,30","12,40"
"157,00","223,00","22,70","217,00","71,70","1,58","59,40","114,00","1,22","19,30","10,50"
"418,00","578,00","16,70","32,50","5,57","12,10","173,00","1.670,00","9,14","64,40","7,10"
"17,30","28,60","11,40","55,70","20,90","1,73","48,70","262,00","3,08","20,00","4,53"
"1.433,00","1.999,00","25,90","23,10","13,00","4,91","77,00","1.540,00","1,00","22,70","8,28"
"101,00","167,00","46,10","313,00","66,10","68,50","599,00","5.989,00","6,79","25,00","5,47"
"253,00","346,00","13,00","117,00","36,50","13,70","53,30","300,00","34,30","76,40","26,70"
"437,00","632,00","32,20","53,30","15,30","2,50","32,80","262,00","10,00","31,30","12,60"
"56,70","45,70","14,90","123,00","52,30","2,50","47,80","170,00","2,19","21,50","5,78"
"519,00","764,00","13,80","53,30","28,90","1,11","48,30","84,30","12,60","55,70","31,30"
"137,00","253,00","4,41","13,70","13,70","6,98","4,91","325,00","2,69","11,30","14,90"
"292,00","422,00","13,30","25,30","5,33","1,00","176,00","300,00","3,59","29,40","85,10"
"63,80","71,00","12,70","15,70","1,00","1,00","44,10","50,90","4,07","40,30","121,00"
"359,00","542,00","26,20","48,30","8,06","4,14","51,40","1.540,00","1,19","31,60","7,43"
"2.227,00","3.220,00","16,50","17,20","12,20","1,01","40,70","92,20","2,97","55,20","7,17"
