praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"173,00","300,00","906,00","1.582,00","15,30","18,10","113,00","2,31","103,00","583,00","146,00"
"337,00","542,00","557,00","1.027,00","2,33","17,60","105,00","82,80","227,00","1.230,00","737,00"
"155,00","223,00","48,30","82,80","16,30","11,20","59,90","110,00","67,30","429,00","119,00"
"973,00","1.499,00","685,00","1.241,00","9,06","196,00","1.358,00","71,00","704,00","3.587,00","914,00"
"334,00","528,00","84,30","160,00","20,50","34,30","239,00","5,94","70,40","396,00","167,00"
"61,00","76,40","123,00","276,00","13,90","79,90","500,00","8,51","730,00","3.752,00","2.187,00"
"414,00","770,00","219,00","389,00","16,40","44,50","308,00","1,72","42,20","297,00","183,00"
"227,00","396,00","181,00","325,00","9,73","22,70","114,00","1,67","982,00","4.740,00","1.596,00"
"698,00","1.084,00","667,00","1.114,00","39,60","47,80","255,00","8,90","36,20","204,00","53,30"
"227,00","343,00","170,00","340,00","20,50","40,70","213,00","9,91","244,00","1.322,00","1.219,00"
"400,00","626,00","153,00","239,00","4,53","45,30","316,00","12,10","102,00","599,00","90,60"
"172,00","297,00","1.208,00","1.928,00","17,90","117,00","723,00","9,06","30,80","191,00","82,00"
"343,00","528,00","188,00","365,00","9,39","73,00","491,00","7,91","47,40","328,00","253,00"
"89,00","151,00","125,00","286,00","4,70","29,40","191,00","4,74","61,00","346,00","131,00"
"151,00","262,00","302,00","509,00","2,15","14,70","168,00","4,96","352,00","1.963,00","1.420,00"
"44,10","86,60","125,00","215,00","6,79","54,20","389,00","16,50","15,10","77,00","956,00"
"352,00","583,00","137,00","257,00","10,20","31,10","189,00","8,82","82,00","466,00","175,00"
"2.350,00","3.685,00","1.104,00","1.843,00","9,73","47,00","269,00","9,91","115,00","874,00","133,00"
"137,00","225,00","173,00","289,00","11,00","26,20","150,00","1,00","221,00","1.186,00","414,00"
"491,00","813,00","121,00","262,00","1,01","32,20","155,00","4,74","461,00","2.458,00","191,00"
"136,00","178,00","264,00","449,00","7,64","27,60","221,00","9,06","279,00","1.568,00","737,00"
"193,00","346,00","231,00","392,00","5,00","104,00","679,00","8,90","284,00","1.554,00","422,00"
"271,00","392,00","129,00","246,00","16,00","37,20","231,00","11,80","76,40","519,00","181,00"
"151,00","289,00","53,30","67,30","55,70","98,20","655,00","14,90","26,20","168,00","14,50"
"528,00","866,00","231,00","392,00","19,30","101,00","717,00","12,40","244,00","1.611,00","349,00"
"115,00","215,00","385,00","685,00","66,10","26,90","168,00","2,57","106,00","717,00","355,00"
"142,00","215,00","181,00","368,00","13,30","21,90","160,00","3,89","340,00","1.911,00","1.322,00"
"292,00","437,00","557,00","1.104,00","21,90","38,50","233,00","17,20","40,30","248,00","227,00"
"70,40","110,00","1.860,00","2.943,00","135,00","52,80","355,00","5,88","167,00","982,00","200,00"
"127,00","225,00","173,00","325,00","3,05","47,80","305,00","27,90","198,00","1.208,00","644,00"
"382,00","615,00","269,00","519,00","15,10","58,80","433,00","9,39","1.055,00","5.280,00","1.310,00"
"70,40","90,60","375,00","644,00","12,30","24,80","132,00","6,85","241,00","1.446,00","922,00"
"505,00","965,00","241,00","449,00","1,00","87,40","578,00","13,20","313,00","1.625,00","461,00"
"1.499,00","2.247,00","217,00","359,00","6,73","41,80","178,00","7,84","225,00","1.358,00","478,00"
"239,00","379,00","255,00","422,00","1,64","64,90","470,00","3,05","90,60","583,00","195,00"
"305,00","437,00","389,00","757,00","14,30","38,20","221,00","1,36","25,70","117,00","106,00"
"365,00","567,00","130,00","237,00","10,00","65,50","340,00","20,50","1.165,00","5.674,00","1.370,00"
"319,00","523,00","453,00","914,00","22,10","34,30","235,00","6,55","42,90","211,00","217,00"
"205,00","305,00","757,00","1.322,00","13,70","19,10","94,70","70,40","61,50","349,00","337,00"
"2.813,00","4.179,00","313,00","599,00","13,80","36,50","241,00","8,98","99,10","644,00","227,00"
"172,00","262,00","533,00","890,00","31,30","67,90","453,00","5,73","375,00","1.981,00","685,00"
"93,10","137,00","311,00","638,00","6,38","83,50","599,00","8,66","95,60","523,00","246,00"
"202,00","325,00","743,00","1.208,00","17,90","67,90","372,00","9,91","76,40","491,00","111,00"
"178,00","284,00","292,00","514,00","1,00","64,40","407,00","17,00","64,90","372,00","193,00"
"151,00","257,00","195,00","311,00","6,55","14,70","50,00","44,10","142,00","931,00","470,00"
"225,00","382,00","95,60","172,00","1,02","30,20","186,00","9,22","131,00","764,00","292,00"
"176,00","284,00","1.094,00","1.827,00","44,10","2,07","37,50","12,70","38,90","264,00","80,60"
"215,00","328,00","599,00","1.027,00","11,50","100,00","599,00","23,50","784,00","3.820,00","1.963,00"
"470,00","784,00","193,00","337,00","11,20","31,10","175,00","11,50","44,50","257,00","127,00"
"939,00","1.370,00","96,50","188,00","8,58","26,40","200,00","5,62","20,90","127,00","50,90"
"129,00","248,00","225,00","375,00","5,38","44,90","382,00","2,17","45,30","250,00","229,00"
"313,00","429,00","195,00","385,00","15,10","78,40","523,00","28,40","34,90","52,30","1.197,00"
"437,00","806,00","123,00","244,00","4,57","49,60","286,00","88,20","973,00","4.614,00","1.472,00"
"227,00","400,00","1.554,00","2.525,00","120,00","89,00","552,00","31,90","188,00","1.252,00","346,00"
"813,00","1.334,00","519,00","965,00","15,00","48,70","279,00","14,30","38,90","244,00","219,00"
"129,00","229,00","604,00","1.000,00","25,90","42,60","225,00","10,90","578,00","2.969,00","638,00"
"284,00","457,00","146,00","284,00","11,80","56,70","289,00","26,70","340,00","2.035,00","319,00"
"244,00","313,00","319,00","542,00","3,22","74,30","449,00","13,60","257,00","1.512,00","866,00"
"355,00","615,00","1.370,00","1.963,00","34,60","41,00","235,00","6,67","124,00","615,00","372,00"
"368,00","610,00","167,00","292,00","13,30","52,30","422,00","6,10","20,20","47,00","1.370,00"
"302,00","441,00","737,00","1.275,00","25,30","69,20","313,00","31,90","35,90","235,00","191,00"
"193,00","337,00","66,10","98,20","8,98","73,00","437,00","20,40","231,00","1.407,00","922,00"
"284,00","523,00","355,00","692,00","15,10","72,30","509,00","18,10","29,40","142,00","139,00"
"93,10","114,00","379,00","743,00","13,00","145,00","1.018,00","13,80","104,00","704,00","276,00"
"135,00","202,00","429,00","692,00","17,00","57,30","375,00","23,70","170,00","1.084,00","449,00"
"1.358,00","2.072,00","114,00","233,00","4,87","35,50","161,00","10,30","108,00","615,00","200,00"
"167,00","211,00","235,00","414,00","9,31","125,00","799,00","37,50","102,00","632,00","325,00"
"567,00","770,00","71,70","141,00","6,61","34,30","207,00","4,96","47,00","302,00","178,00"
"181,00","331,00","483,00","843,00","17,80","3,72","28,60","71,00","982,00","5.003,00","2.864,00"
"519,00","890,00","276,00","588,00","6,98","108,00","632,00","5,14","19,60","93,90","160,00"
"2.890,00","4.451,00","698,00","1.263,00","157,00","55,20","365,00","13,60","1.186,00","6.153,00","1.134,00"
"200,00","300,00","289,00","496,00","5,88","63,80","368,00","9,06","93,10","562,00","319,00"
"105,00","239,00","322,00","557,00","29,70","142,00","1.009,00","54,70","46,10","191,00","437,00"
"279,00","491,00","4,66","11,90","15,50","56,20","372,00","11,90","188,00","1.104,00","1.027,00"
"248,00","407,00","422,00","828,00","9,47","32,50","188,00","12,10","179,00","1.075,00","158,00"
"621,00","1.027,00","229,00","466,00","5,78","15,00","121,00","4,61","17,90","130,00","66,70"
"145,00","241,00","145,00","246,00","1,67","40,70","246,00","8,43","27,60","150,00","24,60"
"104,00","191,00","200,00","365,00","9,22","79,10","385,00","8,58","698,00","3.429,00","1.685,00"
"615,00","991,00","217,00","368,00","10,10","40,30","297,00","7,43","31,10","209,00","183,00"
"692,00","1.065,00","820,00","2.308,00","80,60","91,40","509,00","34,90","42,60","271,00","69,20"
"143,00","221,00","1.582,00","2.548,00","40,30","89,00","594,00","23,30","542,00","2.943,00","2.503,00"
"191,00","284,00","44,50","71,00","13,70","66,70","368,00","10,80","17,80","89,00","965,00"
"145,00","244,00","114,00","207,00","4,57","44,50","229,00","13,90","55,20","334,00","71,70"
"1.075,00","1.625,00","276,00","523,00","10,60","71,70","449,00","11,10","3,11","40,30","813,00"
"372,00","533,00","1.263,00","1.999,00","47,00","27,90","184,00","1,09","114,00","730,00","207,00"
"311,00","519,00","246,00","403,00","11,50","85,10","437,00","16,40","80,60","478,00","313,00"
"219,00","352,00","3,37","15,30","30,50","75,70","509,00","15,50","52,80","346,00","302,00"
"281,00","433,00","271,00","461,00","7,50","60,40","340,00","19,30","137,00","851,00","389,00"
"250,00","441,00","215,00","418,00","10,50","25,50","189,00","1,01","1.346,00","6.671,00","2.864,00"
"284,00","433,00","359,00","583,00","9,39","18,40","103,00","5,05","98,20","610,00","131,00"
"685,00","1.208,00","153,00","300,00","5,38","58,80","359,00","13,80","47,40","286,00","368,00"
"71,70","137,00","1.094,00","1.670,00","30,20","26,90","195,00","9,56","126,00","866,00","235,00"
"241,00","418,00","343,00","655,00","10,00","91,40","519,00","9,56","51,90","264,00","483,00"
"142,00","213,00","184,00","286,00","15,80","16,70","146,00","5,78","1,00","13,30","12,90"
"70,40","100,00","1.670,00","2.458,00","113,00","93,90","567,00","39,60","65,50","379,00","91,40"
"269,00","474,00","101,00","198,00","9,31","28,40","183,00","33,70","583,00","3.023,00","2.207,00"
"308,00","509,00","557,00","922,00","15,10","43,30","178,00","8,82","48,70","302,00","87,40"
"138,00","246,00","129,00","259,00","19,60","67,30","362,00","31,30","65,50","379,00","533,00"
"337,00","533,00","112,00","191,00","4,33","78,40","500,00","5,88","44,10","264,00","184,00"
"202,00","269,00","229,00","375,00","18,60","18,80","106,00","6,26","42,90","250,00","193,00"
"124,00","217,00","104,00","186,00","38,20","50,50","331,00","21,10","61,50","403,00","799,00"
"142,00","231,00","225,00","414,00","1,00","119,00","710,00","7,91","487,00","2.864,00","692,00"
"311,00","528,00","170,00","279,00","12,40","101,00","673,00","20,70","35,50","186,00","147,00"
"1.395,00","2.148,00","75,70","119,00","1,65","91,40","567,00","25,90","27,60","172,00","89,00"
"1.611,00","2.350,00","239,00","375,00","1,00","44,10","225,00","9,65","93,10","626,00","59,40"
"209,00","349,00","239,00","437,00","3,31","50,90","264,00","18,10","679,00","3.398,00","1.322,00"
"150,00","248,00","313,00","610,00","13,50","55,20","297,00","95,60","56,20","355,00","163,00"
"433,00","698,00","1.084,00","1.860,00","1,53","64,40","382,00","17,50","118,00","784,00","343,00"
"704,00","1.346,00","382,00","583,00","6,67","71,70","433,00","8,66","217,00","1.230,00","496,00"
"359,00","621,00","453,00","991,00","28,10","53,80","362,00","5,33","59,90","343,00","135,00"
"165,00","264,00","588,00","1.124,00","6,26","104,00","610,00","27,90","46,60","294,00","107,00"
"219,00","355,00","96,50","163,00","12,20","53,80","271,00","1,00","75,70","418,00","346,00"
"198,00","308,00","160,00","305,00","3,75","78,40","710,00","89,00","49,10","305,00","141,00"
"21,10","15,30","205,00","396,00","9,65","69,20","567,00","17,80","491,00","2.714,00","806,00"
"308,00","470,00","147,00","229,00","4,37","34,60","181,00","2,92","107,00","599,00","255,00"
"122,00","209,00","965,00","1.540,00","10,30","160,00","882,00","55,20","799,00","4.105,00","2.227,00"
"638,00","1.114,00","188,00","349,00","10,50","42,90","319,00","9,47","286,00","1.655,00","229,00"
"223,00","372,00","149,00","257,00","5,73","27,90","113,00","2,69","49,60","302,00","167,00"
"519,00","965,00","183,00","328,00","7,23","11,50","108,00","4,10","55,20","379,00","179,00"
"215,00","322,00","281,00","552,00","4,70","41,40","229,00","16,00","349,00","1.827,00","262,00"
"173,00","340,00","610,00","1.230,00","6,85","81,30","500,00","16,00","109,00","615,00","155,00"
"389,00","692,00","410,00","717,00","11,90","41,80","200,00","14,30","441,00","2.393,00","764,00"
"352,00","615,00","183,00","257,00","5,42","27,60","198,00","7,04","557,00","3.051,00","588,00"
"259,00","362,00","110,00","209,00","7,64","45,70","271,00","16,50","730,00","3.718,00","1.009,00"
"223,00","362,00","410,00","730,00","11,80","111,00","661,00","14,60","302,00","1.640,00","626,00"
"349,00","594,00","195,00","337,00","12,00","38,50","219,00","14,70","79,10","487,00","165,00"
"179,00","308,00","150,00","445,00","18,30","50,50","205,00","11,90","67,30","478,00","106,00"
"352,00","562,00","147,00","271,00","4,41","33,10","267,00","3,89","403,00","2.267,00","991,00"
"352,00","599,00","433,00","791,00","5,33","96,50","723,00","4,18","22,50","127,00","29,40"
"325,00","547,00","160,00","250,00","10,30","16,10","111,00","8,51","92,20","519,00","334,00"
"3.820,00","5.829,00","125,00","209,00","1,01","103,00","528,00","10,00","94,70","578,00","267,00"
"286,00","496,00","255,00","389,00","1,11","28,10","175,00","6,73","154,00","851,00","202,00"
"429,00","723,00","248,00","414,00","11,70","57,30","292,00","15,00","385,00","2.110,00","1.263,00"
"158,00","246,00","340,00","655,00","6,61","12,00","64,90","153,00","131,00","764,00","237,00"
"223,00","267,00","385,00","692,00","16,00","126,00","820,00","40,00","106,00","649,00","193,00"
"154,00","239,00","271,00","500,00","1,01","69,20","445,00","10,60","784,00","3.854,00","1.037,00"
"429,00","667,00","433,00","791,00","20,70","34,00","225,00","3,02","483,00","2.393,00","1.084,00"
"400,00","552,00","149,00","248,00","2,29","76,40","483,00","3,05","50,00","331,00","97,30"
"141,00","215,00","75,70","151,00","4,14","80,60","466,00","22,30","170,00","1.055,00","372,00"
"483,00","757,00","259,00","491,00","15,30","75,70","474,00","12,30","69,80","414,00","250,00"
"158,00","257,00","89,00","178,00","8,20","104,00","583,00","11,40","211,00","1.322,00","1.472,00"
"355,00","533,00","302,00","567,00","9,06","62,10","362,00","9,39","135,00","799,00","235,00"
"1.811,00","2.666,00","300,00","514,00","15,80","39,60","259,00","7,17","47,00","325,00","241,00"
"191,00","262,00","71,70","121,00","8,82","103,00","615,00","36,20","474,00","2.666,00","1.000,00"
"239,00","379,00","211,00","365,00","8,06","9,73","85,80","1,55","91,40","542,00","113,00"
"281,00","478,00","673,00","1.124,00","55,70","46,10","219,00","10,30","155,00","843,00","241,00"
"316,00","505,00","392,00","750,00","6,49","42,20","196,00","7,30","195,00","1.027,00","898,00"
"389,00","685,00","843,00","1.433,00","16,50","66,70","528,00","4,18","158,00","973,00","160,00"
"297,00","514,00","176,00","334,00","5,88","142,00","806,00","10,20","112,00","737,00","257,00"
"956,00","1.499,00","322,00","523,00","4,29","62,60","396,00","30,00","32,50","205,00","135,00"
"1.037,00","1.433,00","241,00","433,00","3,52","202,00","1.219,00","83,50","54,20","281,00","92,20"
"375,00","644,00","567,00","1.027,00","16,70","38,20","223,00","1,08","1.104,00","5.674,00","965,00"
"294,00","478,00","106,00","188,00","2,33","8,66","82,80","12,50","104,00","638,00","248,00"
"207,00","334,00","225,00","407,00","10,70","38,20","262,00","8,28","34,90","161,00","77,70"
"433,00","632,00","340,00","573,00","16,40","39,20","300,00","5,28","308,00","1.794,00","368,00"
"311,00","505,00","365,00","692,00","6,32","29,40","188,00","8,35","132,00","730,00","866,00"
"302,00","491,00","179,00","325,00","5,00","105,00","655,00","11,40","56,70","349,00","99,10"
"1.762,00","2.525,00","302,00","588,00","14,50","80,60","567,00","10,50","76,40","487,00","276,00"
"77,00","110,00","599,00","1.114,00","26,20","89,00","621,00","6,15","34,90","141,00","67,30"
"209,00","313,00","160,00","316,00","10,10","124,00","835,00","15,30","34,30","181,00","143,00"
"198,00","389,00","119,00","248,00","3,59","45,70","253,00","12,20","106,00","583,00","389,00"
"219,00","385,00","6.208,00","9.058,00","308,00","19,30","130,00","5,05","259,00","1.322,00","191,00"
"297,00","445,00","673,00","1.186,00","10,60","63,80","331,00","21,70","51,40","292,00","81,30"
"158,00","276,00","167,00","292,00","12,30","71,00","418,00","4,14","47,40","264,00","145,00"
"422,00","698,00","204,00","325,00","1,09","77,70","523,00","5,67","410,00","2.247,00","1.000,00"
"118,00","163,00","46,60","102,00","4,70","112,00","679,00","17,00","422,00","2.329,00","1.298,00"
"215,00","372,00","1.596,00","2.738,00","59,90","58,80","355,00","8,35","40,00","211,00","54,20"
"538,00","843,00","67,90","108,00","5,19","16,40","106,00","1,00","138,00","906,00","355,00"
"225,00","349,00","457,00","806,00","10,50","82,00","547,00","3,16","49,10","343,00","170,00"
"202,00","325,00","667,00","1.155,00","11,30","103,00","514,00","16,30","509,00","2.642,00","982,00"
"661,00","982,00","223,00","389,00","22,30","133,00","777,00","13,60","33,70","50,90","1.094,00"
"244,00","385,00","35,50","91,40","54,20","46,60","289,00","3,46","202,00","1.219,00","229,00"
"400,00","523,00","599,00","1.075,00","10,60","198,00","1.346,00","11,50","655,00","3.249,00","1.334,00"
"1.155,00","1.582,00","914,00","1.526,00","33,40","59,90","325,00","12,90","70,40","433,00","239,00"
"311,00","533,00","267,00","441,00","2,76","49,60","319,00","9,31","62,10","403,00","44,10"
"269,00","359,00","9,31","33,70","19,50","108,00","813,00","22,50","106,00","573,00","181,00"
"322,00","578,00","124,00","248,00","1,51","66,70","523,00","26,70","147,00","757,00","186,00"
"346,00","583,00","407,00","704,00","12,20","46,60","219,00","103,00","828,00","3.995,00","1.811,00"
"172,00","239,00","1.526,00","2.350,00","50,50","64,90","496,00","17,50","583,00","3.134,00","956,00"
"231,00","346,00","183,00","331,00","17,90","105,00","599,00","13,10","51,90","343,00","300,00"
"737,00","1.219,00","181,00","322,00","6,61","59,90","433,00","15,70","94,70","528,00","150,00"
"334,00","578,00","244,00","418,00","4,87","47,80","302,00","1,45","120,00","667,00","723,00"
"396,00","615,00","215,00","346,00","1,14","29,40","149,00","1,93","18,10","32,80","418,00"
"205,00","294,00","179,00","325,00","6,92","38,50","235,00","13,30","939,00","4.870,00","1.911,00"
"418,00","632,00","196,00","385,00","10,80","63,80","392,00","14,60","125,00","737,00","632,00"
"281,00","426,00","135,00","233,00","13,20","31,60","189,00","9,65","41,40","248,00","46,60"
"264,00","396,00","1.208,00","2.035,00","66,70","127,00","655,00","12,30","88,20","505,00","264,00"
"835,00","1.286,00","730,00","1.420,00","26,90","47,40","337,00","42,90","22,50","102,00","129,00"
"806,00","1.176,00","604,00","1.114,00","12,00","88,20","583,00","10,50","165,00","882,00","542,00"
"132,00","225,00","82,80","638,00","47,80","71,70","389,00","13,10","449,00","2.393,00","1.433,00"
"583,00","922,00","533,00","874,00","26,90","21,10","189,00","2,48","478,00","2.642,00","1.219,00"
"165,00","209,00","316,00","533,00","5,23","67,90","466,00","10,00","121,00","737,00","167,00"
"160,00","248,00","375,00","704,00","8,51","27,40","142,00","4,49","117,00","730,00","146,00"
"123,00","209,00","106,00","196,00","9,65","66,10","410,00","9,14","281,00","1.731,00","991,00"
"1.046,00","1.526,00","313,00","638,00","6,15","42,20","300,00","17,20","175,00","1.144,00","392,00"
"457,00","632,00","135,00","239,00","6,44","120,00","914,00","52,30","19,10","63,80","1.512,00"
"1.046,00","1.625,00","311,00","542,00","18,30","77,00","644,00","4,10","135,00","874,00","264,00"
"161,00","239,00","289,00","573,00","3,89","44,50","231,00","1,57","250,00","1.625,00","276,00"
"94,70","138,00","151,00","225,00","6,21","68,50","426,00","7,77","88,20","528,00","105,00"
"667,00","1.219,00","237,00","407,00","6,38","57,80","343,00","7,64","96,50","466,00","133,00"
"157,00","229,00","101,00","213,00","42,20","102,00","621,00","14,60","75,00","509,00","167,00"
"567,00","965,00","491,00","906,00","1,79","14,20","69,20","5,38","149,00","1.027,00","328,00"
"231,00","372,00","820,00","1.778,00","25,90","121,00","858,00","12,10","143,00","947,00","1.018,00"
"244,00","319,00","195,00","375,00","5,14","38,20","255,00","12,60","91,40","514,00","478,00"
"246,00","372,00","294,00","523,00","5,99","82,80","478,00","10,90","69,20","372,00","207,00"
"441,00","820,00","239,00","340,00","7,77","12,10","98,20","9,82","71,00","433,00","286,00"
"294,00","457,00","284,00","441,00","21,50","30,80","124,00","11,40","100,00","692,00","433,00"
"102,00","164,00","233,00","407,00","12,20","59,40","385,00","10,00","487,00","2.690,00","1.075,00"
"165,00","250,00","300,00","567,00","10,50","161,00","991,00","7,91","10,40","43,70","965,00"
"692,00","931,00","276,00","478,00","14,60","113,00","626,00","15,80","396,00","2.017,00","496,00"
"638,00","982,00","112,00","205,00","8,20","67,90","483,00","5,47","59,90","343,00","1.395,00"
"235,00","368,00","96,50","150,00","4,53","105,00","557,00","4,29","37,20","198,00","191,00"
"248,00","429,00","244,00","453,00","8,20","41,00","200,00","6,92","130,00","770,00","255,00"
"331,00","621,00","129,00","547,00","15,30","89,80","523,00","11,30","186,00","1.000,00","723,00"
"973,00","1.472,00","77,00","114,00","13,60","25,00","137,00","8,66","86,60","588,00","127,00"
"313,00","491,00","165,00","661,00","22,70","73,00","500,00","14,30","79,10","538,00","262,00"
"578,00","1.000,00","149,00","271,00","2,07","38,90","257,00","11,50","52,30","385,00","274,00"
"750,00","1.298,00","385,00","667,00","5,38","42,90","264,00","7,91","78,40","429,00","284,00"
"133,00","259,00","250,00","461,00","1,00","58,30","349,00","37,90","32,50","154,00","813,00"
"368,00","632,00","1.860,00","2.890,00","93,10","96,50","583,00","8,13","118,00","679,00","138,00"
"227,00","422,00","305,00","437,00","21,90","99,10","777,00","3,13","26,20","64,40","882,00"
"474,00","737,00","217,00","305,00","5,52","106,00","723,00","3,43","61,00","325,00","175,00"
"200,00","294,00","1.124,00","1.860,00","95,60","17,90","123,00","14,30","43,70","250,00","110,00"
"1.104,00","1.526,00","153,00","316,00","7,50","83,50","604,00","34,30","25,00","130,00","56,70"
"93,10","132,00","474,00","757,00","24,80","64,90","437,00","8,90","105,00","557,00","184,00"
"250,00","346,00","305,00","528,00","6,21","42,90","198,00","18,80","46,60","286,00","262,00"
"1.252,00","1.843,00","491,00","922,00","12,00","76,40","496,00","5,00","313,00","1.946,00","274,00"
"262,00","483,00","135,00","241,00","3,72","87,40","533,00","8,66","11,30","53,80","84,30"
"547,00","914,00","723,00","1.370,00","11,00","27,90","200,00","9,73","209,00","1.165,00","286,00"
"202,00","337,00","89,80","196,00","8,28","91,40","470,00","23,50","45,30","274,00","129,00"
"931,00","1.433,00","90,60","200,00","3,31","72,30","437,00","10,70","55,20","325,00","80,60"
"557,00","939,00","269,00","491,00","12,50","17,80","97,30","13,10","1.611,00","7.499,00","2.247,00"
"175,00","241,00","316,00","562,00","4,03","55,70","308,00","9,06","52,80","284,00","146,00"
"379,00","523,00","64,90","121,00","2,67","56,20","286,00","5,99","205,00","1.124,00","1.009,00"
"1.114,00","1.611,00","685,00","1.252,00","17,20","58,80","375,00","9,91","1.155,00","6.378,00","2.035,00"
"257,00","392,00","922,00","1.568,00","36,50","24,80","89,80","10,20","130,00","698,00","233,00"
"133,00","235,00","552,00","1.009,00","6,61","75,00","403,00","11,00","71,00","375,00","202,00"
"96,50","150,00","215,00","316,00","8,90","43,30","284,00","4,37","50,50","292,00","168,00"
"1.843,00","2.788,00","523,00","931,00","19,30","50,50","267,00","5,73","52,30","286,00","151,00"
"723,00","1.252,00","519,00","991,00","14,90","47,00","250,00","1,00","34,90","188,00","34,90"
"127,00","186,00","396,00","717,00","11,90","28,90","202,00","14,30","86,60","487,00","382,00"
"105,00","183,00","145,00","264,00","4,03","157,00","1.055,00","33,40","90,60","533,00","300,00"
"198,00","340,00","115,00","193,00","1,95","23,70","184,00","7,77","400,00","2.480,00","757,00"
"196,00","313,00","730,00","1.346,00","15,50","69,80","385,00","8,58","27,40","108,00","111,00"
"346,00","562,00","200,00","331,00","8,58","5,57","20,50","79,90","44,10","262,00","87,40"
"184,00","289,00","284,00","478,00","10,30","42,20","325,00","7,70","95,60","542,00","244,00"
"202,00","519,00","325,00","483,00","7,70","45,70","244,00","11,40","120,00","621,00","286,00"
"99,10","126,00","300,00","496,00","20,40","23,50","141,00","7,10","73,00","478,00","108,00"
"271,00","403,00","433,00","698,00","21,50","28,40","150,00","16,10","184,00","956,00","146,00"
