praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"86,60","125,00","8,28","10,60","47,00","73,70","170,00","3.134,00","21,10","63,20","25,70"
"27,60","17,80","5,94","6,21","32,80","57,80","110,00","1.084,00","6,15","27,40","93,10"
"63,80","23,70","20,90","17,50","12,10","34,00","52,30","355,00","26,70","51,40","33,40"
"31,90","20,50","1,79","165,00","72,30","17,20","33,10","723,00","15,50","37,20","79,10"
"48,30","18,30","2,31","2,09","18,30","16,00","24,80","392,00","24,80","57,30","23,50"
"43,30","15,10","1,00","1,32","6,10","44,90","78,40","1.685,00","10,00","34,60","14,20"
"23,90","18,10","6,10","7,23","17,20","10,00","41,80","5,67","19,60","28,10","9,14"
"26,70","19,50","1,00","1,12","11,20","41,40","71,70","791,00","19,80","36,50","26,20"
"59,40","17,60","3,65","4,78","26,90","49,60","113,00","882,00","12,40","30,50","8,58"
"8,13","24,40","12,40","1,03","21,70","28,60","193,00","62,10","11,20","40,00","108,00"
"56,70","26,90","1,01","2,69","15,70","12,20","28,60","259,00","15,30","35,20","4,70"
"73,00","30,20","6,49","3,46","1,00","13,30","78,40","757,00","6,73","38,50","27,40"
"40,70","16,70","1,45","5,19","4,07","17,30","63,80","2.054,00","3,13","18,60","65,50"
"46,60","15,00","6,04","4,03","3,25","2,50","2,39","36,20","18,10","43,30","8,82"
"47,80","24,40","1,32","1,00","3,65","12,90","24,10","474,00","15,40","24,10","10,50"
"20,00","21,50","3,37","1,00","21,70","16,10","38,20","615,00","20,00","39,20","50,90"
"24,40","17,30","1,06","40,70","13,80","14,50","26,20","286,00","14,90","29,70","12,20"
"19,80","16,40","3,25","6,98","16,00","46,10","95,60","487,00","2,71","92,20","5,52"
"64,90","32,80","4,91","1,09","1,58","14,20","23,50","429,00","12,10","43,30","7,30"
"53,80","38,50","1,45","255,00","52,30","28,90","61,50","422,00","10,90","26,90","5,83"
"75,70","31,10","5,23","1,01","18,10","10,80","32,20","483,00","2,74","12,00","54,70"
"87,40","44,10","1,00","1,00","13,80","13,10","32,80","235,00","38,20","75,70","34,30"
"41,40","21,90","20,70","2,55","18,80","10,00","26,70","414,00","3,46","19,10","30,00"
"44,50","25,90","13,10","6,67","17,60","86,60","165,00","1.928,00","14,50","32,50","19,60"
"46,10","18,80","2,57","1,98","14,50","44,50","109,00","567,00","24,40","34,00","14,20"
"54,70","26,90","4,33","2,71","11,10","20,50","85,10","1.322,00","17,00","35,90","15,10"
"119,00","39,20","1,00","6,26","21,70","55,70","149,00","1.346,00","12,50","36,80","5,73"
"11,70","30,80","2,84","6,32","10,60","66,10","86,60","922,00","1,51","21,70","80,60"
"75,70","51,90","7,23","167,00","19,10","30,00","93,10","1.860,00","1,78","30,50","39,60"
"57,30","22,50","2,11","2,55","7,64","26,90","48,30","313,00","21,30","52,80","20,40"
"16,40","21,50","5,52","3,85","22,70","12,20","69,80","1.582,00","2,48","17,60","96,50"
"57,30","29,40","5,09","4,22","17,60","8,74","34,30","649,00","9,82","26,90","16,50"
"56,70","34,00","1,00","7,64","10,60","29,20","88,20","1.611,00","5,57","34,00","106,00"
"89,00","58,80","4,96","1,00","11,20","14,30","28,10","319,00","2,39","19,10","70,40"
"47,40","25,70","6,49","1,95","1,00","60,40","176,00","1.252,00","37,50","91,40","39,60"
"51,90","13,10","9,14","1,79","4,91","30,20","74,30","698,00","22,50","76,40","39,20"
"27,40","10,90","2,86","4,10","5,88","68,50","129,00","1.459,00","20,20","35,90","8,90"
"83,50","33,70","1,42","1,01","12,50","74,30","119,00","466,00","11,90","31,90","6,10"
"13,80","12,40","13,90","7,30","12,90","5,42","16,10","588,00","15,30","42,20","10,70"
"59,90","20,50","6,92","1,00","18,10","15,00","28,60","313,00","23,50","66,10","18,10"
"56,20","20,90","8,43","2,86","1,93","25,00","54,70","1.155,00","9,56","46,60","73,70"
"108,00","27,90","10,90","7,57","7,70","42,20","120,00","922,00","25,30","50,90","10,90"
"29,70","23,90","12,20","77,00","31,60","82,80","164,00","1.827,00","20,50","30,80","17,30"
"62,10","17,30","5,00","1,01","2,07","17,80","36,50","271,00","13,00","27,90","7,10"
"47,00","20,40","6,98","3,85","12,40","8,98","20,20","474,00","44,50","129,00","44,10"
"88,20","84,30","4,87","1,01","6,79","28,90","40,00","956,00","31,10","66,10","26,90"
"38,20","20,40","15,10","4,91","19,80","45,70","138,00","2.227,00","16,70","43,70","73,00"
"38,20","22,50","2,62","1,00","16,50","32,80","82,80","1.165,00","3,49","20,90","44,50"
"61,00","31,10","1,89","1,00","28,90","50,90","82,00","538,00","7,50","18,80","10,40"
"20,90","15,80","1,04","1,30","17,90","16,40","24,40","262,00","25,50","53,80","28,60"
"52,80","26,90","17,00","1,15","35,90","8,74","31,10","717,00","15,70","28,10","21,90"
"64,40","19,80","6,61","1,42","10,70","28,40","40,00","334,00","3,02","21,50","62,10"
"48,70","18,30","6,79","1,01","13,50","11,50","22,90","359,00","21,30","42,60","29,70"
"58,30","15,50","5,94","1,25","2,97","25,00","52,30","365,00","2,09","24,80","74,30"
"62,60","16,30","5,28","2,64","1,00","23,70","44,90","173,00","20,70","31,90","21,10"
"62,10","24,80","2,86","1,01","12,10","74,30","145,00","730,00","16,10","35,90","5,83"
"29,40","38,90","3,92","1,19","4,22","5,78","30,00","914,00","37,50","66,70","19,50"
"139,00","50,00","1,00","2,59","11,40","18,40","44,10","292,00","17,50","47,40","118,00"
"173,00","164,00","7,57","1,00","3,52","14,30","26,70","491,00","1,18","704,00","77,00"
"21,70","20,00","7,04","1,00","1,88","27,60","52,30","346,00","14,70","35,50","17,30"
"71,70","30,50","1,00","2,74","11,90","53,30","151,00","1.176,00","25,50","45,70","17,80"
"70,40","33,40","4,57","2,74","7,23","11,80","14,10","359,00","46,60","84,30","36,20"
"19,30","32,50","10,40","3,28","14,90","14,60","19,10","491,00","17,20","23,50","10,80"
"58,30","33,70","9,47","4,41","14,30","7,04","28,40","478,00","17,90","35,90","12,20"
"77,00","24,10","8,90","1,01","18,30","16,70","63,20","1.252,00","15,30","33,40","6,92"
"75,00","24,10","1,00","2,09","15,80","68,50","132,00","2.288,00","5,94","33,10","138,00"
"34,60","19,80","1,00","6,92","17,80","16,70","31,30","294,00","25,50","83,50","30,00"
"82,00","33,70","1,32","3,16","12,90","41,40","93,10","757,00","27,40","79,10","38,90"
"55,20","27,40","3,46","2,59","18,30","19,60","32,50","213,00","25,70","67,30","66,70"
"93,10","62,60","1,06","6,98","2,02","6,32","37,20","500,00","1,93","19,10","57,80"
"151,00","153,00","9,73","1,01","21,90","67,90","132,00","2.571,00","90,60","114,00","25,50"
"93,10","66,10","2,44","6,21","2,50","66,10","129,00","1.877,00","4,37","20,90","57,80"
"54,20","25,30","8,58","3,02","27,60","18,60","34,90","274,00","3,92","18,90","85,80"
"113,00","57,80","11,70","3,62","20,00","44,50","76,40","509,00","4,53","23,90","160,00"
"42,90","36,80","5,57","3,59","8,82","26,40","102,00","1.446,00","17,60","30,20","15,80"
"26,40","14,10","10,70","5,99","5,62","8,06","17,50","392,00","16,30","45,70","15,50"
"138,00","176,00","14,20","1,00","7,30","38,20","58,80","246,00","63,20","87,40","16,50"
"48,30","26,40","2,67","6,49","18,30","90,60","248,00","914,00","5,88","51,90","119,00"
"54,20","19,10","5,42","2,11","29,70","104,00","346,00","2.813,00","14,10","17,30","2,41"
"77,00","51,90","1,33","3,40","17,30","53,80","91,40","813,00","18,60","27,60","10,80"
"10,60","24,60","2,21","8,20","10,00","15,00","50,50","562,00","17,20","48,70","10,20"
"78,40","39,60","6,10","1,01","12,90","16,70","48,70","123,00","18,30","37,20","6,26"
"60,40","29,70","10,50","1,00","1,00","27,60","50,90","626,00","37,50","79,90","44,50"
"24,80","33,40","1,33","1,55","2,25","41,80","122,00","698,00","16,70","44,10","95,60"
"54,20","10,50","2,11","1,01","22,90","6,04","19,60","422,00","10,40","23,90","3,75"
"103,00","30,00","3,28","4,45","8,20","50,00","80,60","1.382,00","1,73","19,10","79,90"
"16,80","23,90","5,99","4,91","14,30","6,98","52,30","547,00","1,25","10,00","46,10"
"84,30","40,30","6,79","1,01","17,60","19,60","37,50","246,00","13,70","35,50","78,40"
"56,70","38,20","2,11","2,53","12,90","16,70","38,50","523,00","30,00","69,20","42,90"
"49,10","29,20","2,53","1,42","5,73","18,60","48,70","1.165,00","27,90","40,70","21,90"
"2,15","12,30","3,75","1,81","16,70","25,30","82,00","1.000,00","19,10","39,20","10,90"
"139,00","48,70","6,04","1,00","31,30","11,50","34,30","87,40","12,70","29,70","14,20"
"48,30","23,90","6,26","6,04","10,60","18,30","44,50","710,00","2,69","19,10","47,40"
"10,10","16,30","5,38","1,23","21,10","13,50","34,60","289,00","26,20","51,40","22,70"
"82,00","62,10","3,96","1,08","13,60","2,59","30,20","27,90","2,39","17,80","84,30"
"12,00","17,20","4,83","3,85","2,29","5,83","23,50","931,00","55,70","99,10","26,40"
"28,10","17,60","1,63","1,01","17,20","19,10","28,10","221,00","42,20","114,00","73,70"
"87,40","20,50","4,18","1,03","1,36","59,40","161,00","1.084,00","17,80","35,50","14,10"
"91,40","32,50","4,57","1,00","9,73","17,20","36,20","305,00","24,10","62,60","31,30"
"10,60","1,58","6,85","4,26","12,00","25,90","61,00","898,00","32,20","75,70","40,30"
"102,00","33,70","6,15","1,72","16,80","113,00","331,00","3.078,00","12,60","31,30","13,60"
"33,40","17,90","5,83","1,00","13,10","6,67","40,00","313,00","5,57","28,60","67,90"
"55,70","40,30","15,00","1,02","21,70","69,20","130,00","1.395,00","23,70","34,90","8,43"
"90,60","37,20","2,69","1,24","4,91","8,82","22,70","519,00","11,90","18,30","14,10"
"74,30","26,40","6,49","1,35","14,70","11,00","31,60","965,00","18,80","33,40","15,50"
"46,10","48,30","3,43","1,68","12,00","32,80","95,60","552,00","2,76","33,40","99,10"
"153,00","119,00","2,89","1,00","22,50","13,70","20,70","453,00","10,60","25,30","14,20"
"19,80","15,40","3,96","7,10","4,37","19,50","36,50","474,00","18,40","38,20","7,91"
"40,30","23,70","8,06","1,00","16,50","7,43","31,30","1.094,00","13,60","30,20","11,00"
"31,60","16,40","1,00","2,25","1,01","21,30","47,40","1.075,00","22,90","61,00","21,70"
"15,00","21,10","5,23","3,55","12,60","46,10","109,00","2.548,00","2,25","5,42","5,83"
"77,70","21,10","14,30","2,84","28,40","27,40","44,10","205,00","12,10","23,30","12,20"
"58,30","23,50","5,28","9,73","29,20","20,40","44,90","649,00","10,10","22,70","14,50"
"50,50","24,40","4,18","1,19","12,30","17,30","45,30","1.407,00","13,70","35,90","12,90"
"123,00","68,50","1,73","1,33","5,67","18,10","36,20","382,00","9,91","18,90","9,91"
"55,20","16,70","1,00","1,00","8,28","30,20","111,00","1.407,00","4,74","12,60","76,40"
"82,80","27,60","1,00","2,17","15,00","5,52","22,30","487,00","16,10","39,60","6,79"
"46,60","9,31","1,00","5,73","19,10","23,90","40,00","308,00","12,20","28,90","4,29"
"66,10","71,70","5,09","2,44","21,10","43,30","108,00","1.911,00","38,20","84,30","27,40"
"51,40","24,80","18,80","9,82","25,70","24,10","47,80","1.114,00","3,28","18,90","56,70"
"61,00","22,70","4,18","5,00","1,61","12,70","22,90","221,00","16,10","30,50","13,80"
"95,60","43,30","1,00","1,93","16,30","9,06","37,90","578,00","16,80","34,60","21,10"
"42,90","26,90","1,01","1,23","11,50","26,20","34,00","340,00","13,90","26,20","12,10"
"86,60","53,80","1,00","4,37","20,20","45,30","130,00","1.000,00","32,50","59,40","17,60"
"73,70","34,60","3,11","158,00","32,50","25,30","44,90","264,00","2,53","15,80","64,90"
"106,00","46,60","2,57","2,97","22,50","10,10","37,50","610,00","1,00","55,20","4,00"
"18,80","25,70","5,47","3,92","31,90","10,20","15,70","352,00","11,90","40,70","33,70"
"27,60","34,60","1,00","1,01","12,20","5,88","16,10","385,00","14,90","23,70","15,80"
"63,20","71,70","8,43","1,96","34,60","73,00","179,00","1.625,00","15,50","29,40","10,90"
"47,80","34,00","7,57","2,84","24,40","21,50","42,90","257,00","11,50","33,10","9,47"
"74,30","24,40","2,21","1,98","16,00","67,90","121,00","227,00","7,50","18,90","83,50"
"93,90","40,30","5,14","2,81","33,40","18,80","39,60","241,00","22,50","35,20","15,80"
"62,10","20,20","7,77","1,00","11,80","31,90","47,40","235,00","27,10","73,70","18,80"
"89,80","42,90","8,06","1,00","9,39","20,00","28,40","400,00","28,10","63,80","24,40"
"55,70","62,60","2,19","5,52","34,60","11,00","78,40","2.763,00","48,30","102,00","41,80"
"90,60","31,60","18,40","5,14","29,70","27,60","48,70","193,00","38,90","85,80","57,80"
"13,10","31,10","11,00","1,00","21,90","11,50","27,10","400,00","2,46","23,90","68,50"
"66,70","23,70","3,28","1,00","20,40","9,22","53,30","828,00","13,80","52,80","130,00"
"15,80","25,70","1,27","3,08","16,70","37,20","61,00","414,00","19,60","31,30","12,30"
"17,20","37,20","14,10","3,31","28,90","13,50","31,60","491,00","26,40","77,70","29,70"
"90,60","45,30","12,00","1,01","30,50","28,10","48,30","229,00","1,45","48,70","3,89"
"14,10","11,50","3,19","1,00","20,90","12,40","126,00","189,00","23,30","34,30","17,60"
"85,80","21,30","1,57","1,41","5,05","63,20","181,00","1.731,00","23,70","50,50","150,00"
"61,00","17,60","1,60","1,05","4,78","34,60","66,10","410,00","44,10","121,00","90,60"
"132,00","172,00","2,15","2,25","8,66","16,40","33,10","426,00","38,20","64,90","21,90"
"62,60","37,90","1,18","1,95","14,50","17,30","32,80","372,00","1,02","26,70","52,80"
"44,10","40,30","1,54","1,00","20,20","70,40","126,00","615,00","31,10","74,30","40,00"
"107,00","129,00","15,80","1,03","10,90","49,60","99,10","1.298,00","28,40","50,90","31,10"
"54,20","14,90","9,39","1,00","13,50","35,20","101,00","813,00","13,20","40,30","21,50"
"33,10","26,40","2,17","1,00","14,60","21,70","41,00","947,00","7,04","27,10","9,39"
"23,50","18,60","4,91","2,00","6,55","23,50","66,10","2.187,00","19,50","31,10","6,38"
"57,30","28,90","1,01","5,52","5,88","19,50","34,30","215,00","3,00","16,10","68,50"
"61,00","19,60","2,74","1,06","12,30","12,40","26,90","300,00","4,57","10,40","69,80"
"38,90","17,90","2,00","3,19","25,70","4,53","28,10","685,00","27,60","56,20","21,50"
"97,30","47,00","1,00","2,15","26,70","38,20","137,00","2.017,00","17,80","37,20","22,70"
"118,00","104,00","16,80","2,13","16,50","27,60","38,90","403,00","30,00","51,90","17,50"
"53,30","28,90","4,45","3,43","18,30","9,06","21,70","470,00","13,20","27,60","8,20"
"445,00","89,80","1,01","3,62","14,10","12,10","34,60","931,00","22,30","45,30","11,00"
"38,20","15,40","6,10","3,68","29,70","10,50","31,30","604,00","32,80","85,10","27,10"
"56,70","25,90","1,83","3,96","21,70","13,50","26,20","698,00","22,30","53,80","4,26"
"75,00","54,20","11,20","2,09","12,00","17,30","34,60","519,00","5,78","37,50","154,00"
"19,60","27,40","5,88","1,00","29,40","42,60","89,80","1.275,00","40,00","93,10","51,90"
"59,40","30,50","4,70","1,53","12,90","29,20","75,70","267,00","15,00","24,40","4,57"
"72,30","15,10","7,43","5,83","31,10","20,20","33,70","302,00","34,90","73,70","35,20"
"49,60","25,00","3,85","1,10","17,20","4,26","6,98","181,00","3,89","20,90","90,60"
"85,80","37,50","1,00","1,01","9,14","45,70","70,40","225,00","28,90","73,00","50,00"
"46,60","17,30","6,98","1,18","2,81","117,00","223,00","528,00","25,70","36,80","29,70"
"67,90","35,50","5,47","1,89","14,10","18,10","131,00","129,00","19,10","47,40","18,90"
"28,90","22,90","1,31","1,00","6,73","11,80","30,80","496,00","14,30","37,20","9,56"
"96,50","60,40","1,76","1,14","9,14","31,30","158,00","1.084,00","36,20","67,30","33,10"
"77,70","26,40","2,46","5,00","10,10","46,60","65,50","292,00","15,40","42,20","22,10"
"40,70","19,10","1,55","3,96","4,03","27,90","46,10","281,00","23,70","30,80","27,40"
"73,00","43,70","3,59","1,00","18,80","131,00","231,00","1.186,00","9,14","18,10","11,70"
"37,90","21,30","5,28","1,01","18,90","37,20","56,20","292,00","3,46","9,82","59,90"
"88,20","45,30","11,10","1,00","17,80","37,50","75,00","1.186,00","37,50","64,40","14,90"
"15,40","23,70","4,91","1,00","2,25","34,30","62,60","1.778,00","19,30","51,40","21,90"
"72,30","50,00","5,28","1,01","25,00","34,30","90,60","1.322,00","33,40","65,50","27,60"
"85,10","23,50","8,74","1,01","18,60","8,28","23,30","717,00","4,18","9,73","4,14"
"18,30","14,20","3,85","7,99","18,40","50,90","105,00","1.009,00","37,90","56,20","23,10"
"62,60","25,50","7,10","1,06","3,34","21,70","34,00","300,00","7,43","38,90","54,70"
"8,20","17,90","1,03","1,55","21,70","41,80","106,00","1.747,00","29,20","51,90","16,70"
"88,20","29,70","13,80","3,25","13,20","31,60","58,80","667,00","22,30","45,70","13,80"
"10,80","23,50","7,37","10,10","12,20","19,10","43,30","1.018,00","15,10","23,90","18,30"
"54,70","24,60","6,92","1,15","17,80","47,00","95,60","1.877,00","1,00","1,00","7,70"
"57,30","23,70","7,10","9,65","9,22","44,90","126,00","1.186,00","3,49","18,40","77,70"
"28,10","44,10","1,08","3,62","9,65","43,70","87,40","552,00","12,70","25,50","6,73"
"21,10","15,80","7,43","2,48","21,50","13,80","36,20","784,00","25,30","45,30","82,00"
"78,40","57,80","5,57","1,00","2,89","5,38","17,80","704,00","18,80","29,20","8,90"
"6,98","28,40","9,73","1,00","6,85","34,60","66,10","355,00","23,30","42,60","22,90"
"65,50","22,50","1,00","1,01","11,50","61,00","95,60","956,00","14,90","30,00","21,10"
"58,30","24,60","4,00","4,96","24,10","5,94","34,30","874,00","4,14","16,80","109,00"
"16,10","15,30","1,11","1,00","14,30","10,50","48,30","1.762,00","4,22","20,50","50,90"
"34,00","29,40","3,22","2,76","9,14","19,10","30,00","441,00","20,00","45,70","13,60"
"14,30","16,80","1,81","5,73","27,60","12,90","33,70","523,00","47,80","106,00","58,80"
"68,50","28,60","1,86","1,91","1,00","20,50","41,40","305,00","26,40","58,80","32,50"
"63,20","29,20","2,46","1,91","1,42","25,70","54,70","337,00","33,10","79,10","31,60"
"100,00","57,30","6,21","1,24","26,70","23,50","34,60","308,00","12,70","22,50","2,07"
"103,00","41,40","6,04","10,50","12,90","5,73","22,10","500,00","21,10","44,10","24,40"
"62,10","22,50","10,70","1,68","17,50","91,40","165,00","470,00","11,90","25,90","15,30"
"81,30","47,40","1,08","1,00","9,06","7,64","35,20","743,00","19,30","39,60","21,30"
"69,80","19,60","1,00","7,70","16,00","74,30","161,00","737,00","12,90","32,50","13,70"
"42,90","20,90","4,70","1,25","26,20","24,10","65,50","806,00","3,16","12,60","85,80"
"72,30","75,00","3,00","1,98","6,55","54,20","118,00","1.027,00","27,90","67,30","27,10"
"47,80","18,90","6,85","5,23","2,94","35,50","74,30","906,00","24,40","71,70","19,60"
"73,00","40,00","5,73","1,01","31,60","34,00","84,30","1.685,00","3,55","30,00","93,10"
"46,10","35,90","11,30","1,27","11,90","37,20","97,30","764,00","17,20","42,20","11,70"
"9,47","4,57","1,47","5,05","4,18","311,00","644,00","1.946,00","13,10","30,20","13,30"
"75,00","28,40","6,67","7,17","18,40","13,20","139,00","132,00","17,50","39,60","8,74"
"25,90","42,20","2,86","1,01","21,30","11,00","25,90","429,00","25,00","43,30","5,47"
"40,00","30,50","10,60","35,20","34,30","33,70","95,60","2.666,00","24,80","42,60","13,10"
"51,90","17,80","1,00","1,01","10,30","36,20","72,30","2.091,00","8,20","17,30","32,80"
"95,60","61,50","11,20","1,01","38,50","18,40","53,80","483,00","3,34","8,28","40,70"
"49,60","18,10","10,90","2,33","25,00","20,20","35,20","355,00","13,80","25,90","7,91"
"359,00","365,00","13,30","1,00","32,20","11,20","20,40","491,00","13,50","39,20","13,60"
"71,00","47,40","2,97","3,11","16,50","27,60","35,20","241,00","1,00","68,50","4,29"
"62,10","37,90","1,50","1,00","10,40","67,30","135,00","730,00","11,10","21,70","8,20"
"4,18","21,90","4,49","2,23","15,40","46,60","97,30","2.035,00","21,70","45,30","19,10"
"14,20","7,10","10,60","4,14","9,91","34,00","55,20","308,00","21,50","64,40","21,70"
"73,00","22,10","9,31","1,01","12,40","28,40","38,20","349,00","13,70","31,30","17,20"
"23,90","22,50","2,27","2,57","13,80","46,60","82,80","588,00","1,70","53,80","2,00"
"15,70","16,30","5,38","93,90","22,70","32,50","66,10","655,00","42,20","107,00","34,60"
"36,20","39,60","1,86","5,42","1,00","40,30","101,00","1.219,00","35,20","77,00","32,20"
"69,80","21,90","9,47","1,01","17,30","24,60","61,00","297,00","9,73","28,90","13,10"
"48,30","19,10","5,83","1,01","16,40","41,40","130,00","799,00","30,50","55,20","25,00"
"138,00","125,00","6,85","2,55","9,31","9,06","5,38","133,00","18,90","38,50","3,40"
"62,10","39,20","4,66","3,37","8,13","28,10","69,20","1.275,00","28,40","50,90","14,20"
"63,80","24,10","1,01","3,13","26,70","15,50","73,70","2.110,00","1,00","2,94","3,16"
"95,60","52,30","5,99","1,00","30,80","6,38","20,20","26,40","23,70","31,60","29,20"
"7,84","26,20","10,00","8,43","16,70","7,37","14,60","248,00","13,20","23,10","30,50"
"50,00","17,30","1,00","3,34","20,70","14,90","34,00","316,00","18,10","52,80","33,40"
"12,00","12,40","4,66","1,00","3,08","26,70","65,50","982,00","30,50","38,20","9,31"
"71,70","30,50","11,80","1,01","16,00","34,00","58,80","567,00","24,10","50,00","23,30"
"17,80","24,60","1,23","1,01","13,00","8,82","23,50","843,00","11,30","44,90","86,60"
"34,30","30,00","1,00","1,00","19,80","58,80","114,00","882,00","23,30","56,70","44,10"
"27,10","24,80","14,60","2,39","23,90","12,30","71,00","1.420,00","2,33","22,90","77,00"
"55,70","34,90","1,75","3,92","5,62","44,50","79,90","1.055,00","26,90","45,70","17,50"
"70,40","32,80","1,04","1,88","8,74","20,40","43,30","730,00","12,40","21,30","1,00"
"54,70","28,10","1,15","4,61","26,40","28,10","46,10","375,00","51,90","67,90","1,67"
"30,20","24,60","6,67","1,79","1,00","20,50","43,30","491,00","2,29","6,85","4,18"
"7,43","29,40","8,51","1,42","4,78","37,90","97,30","1.700,00","6,73","12,60","5,52"
"42,20","40,00","3,96","1,00","13,20","29,40","47,00","474,00","25,50","47,40","21,90"
"29,40","22,10","3,85","3,68","7,04","29,40","73,70","1.176,00","10,10","25,70","14,20"
"130,00","117,00","7,77","1,06","27,10","34,60","58,80","418,00","3,46","20,00","95,60"
"97,30","51,40","7,91","2,05","13,60","14,10","29,40","491,00","91,40","139,00","28,10"
"77,00","91,40","1,54","1,00","17,60","31,10","36,50","316,00","14,90","36,80","8,58"
"26,20","15,50","7,70","3,79","17,50","14,70","36,20","372,00","7,17","8,66","1,00"
"44,10","15,30","3,43","2,41","5,88","17,50","43,30","349,00","35,50","83,50","37,90"
"61,00","32,20","3,22","1,00","11,30","22,70","45,70","281,00","9,31","18,40","5,52"
"82,80","50,50","8,20","1,96","18,10","32,80","55,20","422,00","18,10","33,10","13,00"
