praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"41,80","45,30","3,72","241,00","28,10","7,57","11,40","661,00","13,20","23,70","12,60"
"67,30","24,80","11,70","704,00","93,90","22,70","40,70","365,00","6,21","11,00","16,10"
"13,70","10,10","13,10","48,70","30,00","19,30","28,40","644,00","3,25","1,96","7,84"
"15,00","39,60","24,40","55,70","30,20","24,60","28,90","163,00","1,25","6,15","4,03"
"21,90","18,30","7,77","9,56","19,30","11,30","25,90","461,00","1,37","1,00","8,82"
"67,90","40,00","24,40","64,40","4,26","58,80","87,40","533,00","6,44","35,20","54,20"
"10,20","13,50","13,80","233,00","51,90","17,30","49,60","1.715,00","7,10","19,80","28,90"
"15,80","22,10","12,00","17,90","78,40","2,21","10,70","799,00","8,98","19,50","11,30"
"85,10","106,00","9,56","14,10","51,90","30,80","43,30","319,00","24,80","79,90","69,20"
"57,80","16,50","15,40","40,00","135,00","16,70","25,50","382,00","4,07","5,62","10,30"
"9,56","24,40","5,67","17,80","28,40","9,65","12,10","533,00","9,47","17,60","12,00"
"27,90","27,40","3,79","1,01","9,22","8,13","20,50","487,00","6,10","20,90","52,30"
"17,80","17,20","2,02","202,00","19,30","13,20","13,20","692,00","1,45","6,44","2,69"
"34,90","15,00","7,17","176,00","47,00","10,70","18,60","453,00","30,00","48,30","22,70"
"75,70","17,60","1,43","340,00","29,70","7,23","21,70","644,00","11,50","21,10","2,00"
"38,50","16,00","1,00","806,00","106,00","2,74","13,10","441,00","8,98","15,00","1,51"
"34,30","36,50","21,70","183,00","48,70","16,70","19,50","449,00","7,91","11,70","5,00"
"20,40","15,70","10,20","229,00","54,70","29,40","61,00","414,00","4,18","5,52","2,15"
"22,50","19,50","8,20","31,60","51,40","32,50","40,30","474,00","5,83","15,00","1,01"
"73,00","24,10","14,10","29,20","31,10","35,20","75,00","730,00","8,90","16,30","70,40"
"34,00","10,80","4,18","35,20","4,96","32,20","46,10","343,00","3,11","1,07","5,67"
"50,00","25,50","9,73","10,90","30,00","31,60","38,90","217,00","1,00","1,00","13,00"
"48,70","25,50","11,30","77,00","23,50","3,92","13,10","396,00","7,91","54,20","349,00"
"61,00","25,50","8,74","99,10","37,90","6,92","22,70","1.554,00","1,00","1,00","4,53"
"64,40","33,40","51,90","418,00","124,00","19,10","34,90","255,00","42,90","74,30","20,40"
"65,50","29,70","6,61","17,00","28,90","13,30","29,40","1.104,00","10,50","27,90","163,00"
"43,70","13,30","3,92","231,00","16,40","20,00","38,50","322,00","3,52","2,50","10,30"
"33,40","23,30","2,00","31,10","15,40","23,10","40,30","337,00","18,80","35,20","6,21"
"13,50","10,70","18,30","27,40","8,51","1,00","2,50","14,20","3,92","12,70","83,50"
"11,70","4,37","6,61","153,00","26,40","37,90","118,00","947,00","48,30","102,00","145,00"
"12,50","19,30","33,10","322,00","294,00","35,20","51,40","231,00","8,90","15,30","13,90"
"84,30","35,20","8,13","153,00","24,10","5,57","17,60","547,00","6,67","6,92","17,50"
"38,20","15,80","9,22","188,00","36,20","9,65","33,40","799,00","1,00","1,00","6,92"
"28,10","9,22","12,10","11,10","55,20","45,70","139,00","1.310,00","19,60","27,40","24,80"
"11,70","8,74","13,00","14,30","45,70","31,10","56,70","1.065,00","1,60","13,20","4,70"
"1,00","3,46","8,58","231,00","41,40","25,50","29,20","429,00","30,80","126,00","239,00"
"136,00","48,70","20,90","692,00","178,00","29,20","45,30","965,00","9,91","19,60","10,50"
"19,50","13,80","16,40","528,00","150,00","2,86","1,00","147,00","11,00","5,78","13,90"
"42,90","12,40","58,80","191,00","101,00","22,50","38,90","764,00","14,10","15,40","21,10"
"5,28","5,57","4,91","8,51","1,11","10,10","38,50","1.762,00","24,60","63,80","85,80"
"79,10","50,50","50,00","328,00","129,00","9,31","16,10","588,00","1,00","1,00","6,61"
"81,30","16,80","15,50","61,50","18,60","8,58","15,70","235,00","1,00","1,53","10,10"
"32,20","26,90","3,40","231,00","33,70","69,80","110,00","820,00","18,30","26,20","12,60"
"40,00","20,00","7,04","33,70","15,30","17,30","30,20","483,00","11,40","15,40","17,20"
"19,60","20,20","13,30","172,00","41,80","21,70","38,90","505,00","1,00","1,00","5,62"
"50,90","28,10","27,60","284,00","79,90","24,10","41,00","514,00","3,75","1,00","3,05"
"41,40","27,10","39,20","59,40","61,50","17,50","42,60","487,00","18,30","39,20","5,78"
"58,80","31,90","19,10","37,90","49,60","63,20","112,00","914,00","15,30","22,30","5,52"
"64,90","21,10","6,49","143,00","44,10","34,00","66,10","655,00","22,10","26,70","4,45"
"62,10","32,80","24,40","225,00","40,70","10,80","18,40","319,00","34,00","41,40","24,80"
"32,20","28,10","31,30","429,00","193,00","7,43","26,20","466,00","8,82","23,30","10,60"
"63,80","64,40","4,33","163,00","34,60","8,51","11,40","610,00","5,57","10,70","9,47"
"22,10","26,70","10,40","126,00","7,43","24,60","42,90","322,00","1,70","19,60","10,20"
"63,20","38,90","76,40","349,00","105,00","31,90","37,50","302,00","1,00","3,85","2,64"
"132,00","54,70","15,50","25,00","17,90","11,00","21,30","557,00","7,43","18,60","15,10"
"26,90","24,40","8,28","85,80","12,30","15,80","27,90","528,00","6,44","9,91","17,90"
"39,20","17,60","1,73","5,62","6,21","16,10","32,80","757,00","15,10","12,60","11,80"
"42,90","17,60","8,20","204,00","59,90","6,85","34,00","1.568,00","8,28","26,70","1,15"
"101,00","100,00","16,10","9,73","44,90","34,30","49,60","217,00","8,90","14,20","6,44"
"73,00","23,10","5,88","221,00","34,30","14,30","26,20","426,00","9,14","3,43","8,20"
"25,50","23,50","20,70","34,90","50,90","44,10","71,00","604,00","7,04","41,40","319,00"
"33,70","16,80","12,30","131,00","44,10","28,60","42,60","279,00","6,49","16,80","12,20"
"205,00","71,00","4,53","17,00","47,40","13,80","37,90","1.794,00","13,70","23,30","62,60"
"24,10","28,10","15,10","217,00","41,00","48,70","135,00","1.055,00","10,70","16,30","9,47"
"34,00","21,30","25,00","655,00","112,00","19,60","21,10","276,00","2,71","21,30","109,00"
"57,30","23,50","31,90","322,00","58,80","19,80","35,50","835,00","21,50","33,10","16,10"
"55,20","22,30","10,10","150,00","28,60","6,38","15,10","422,00","14,60","18,60","1,84"
"77,00","21,10","2,33","7,17","3,13","38,50","119,00","1.472,00","13,60","15,50","11,30"
"59,40","41,40","68,50","175,00","44,50","70,40","100,00","407,00","9,06","15,50","9,65"
"9,39","27,90","43,30","202,00","110,00","9,65","30,50","679,00","8,74","13,20","8,98"
"16,50","33,40","7,70","120,00","46,10","14,10","27,60","414,00","7,10","5,99","13,00"
"61,00","40,70","8,51","142,00","25,50","22,90","40,30","255,00","5,83","1,91","10,60"
"63,80","34,90","1,00","241,00","19,80","7,99","18,80","1.124,00","17,20","31,10","3,31"
"45,70","12,10","4,18","186,00","21,10","15,80","20,20","311,00","10,70","10,90","16,10"
"39,20","10,00","12,10","38,50","48,70","20,40","30,00","284,00","20,90","20,70","8,98"
"120,00","85,80","6,67","13,10","35,90","22,70","46,10","453,00","40,30","77,00","37,20"
"5,78","1,01","2,21","538,00","38,90","16,80","15,40","461,00","5,38","11,90","9,22"
"35,20","10,40","46,10","289,00","89,00","1,86","6,44","161,00","18,60","29,20","19,80"
"19,60","46,60","43,70","88,20","39,60","20,70","37,90","281,00","8,90","10,70","1,04"
"34,00","18,80","8,43","97,30","56,70","11,70","31,10","533,00","2,62","12,70","1,45"
"47,40","28,90","6,38","241,00","34,90","10,30","13,60","1.009,00","33,40","54,70","15,80"
"44,10","28,40","14,10","48,30","43,70","60,40","119,00","1.459,00","1,10","1,70","5,73"
"119,00","29,40","1,54","1,26","13,00","9,22","22,10","1.186,00","15,50","25,50","11,40"
"53,80","23,90","16,40","79,10","59,90","41,40","63,80","1.114,00","17,20","22,10","14,60"
"164,00","72,30","10,60","196,00","50,00","25,90","37,90","519,00","10,40","17,60","1,75"
"42,20","22,30","14,50","340,00","63,80","5,28","10,60","382,00","10,80","9,22","8,51"
"71,00","66,70","4,07","9,82","23,50","15,30","17,90","583,00","16,50","25,50","7,04"
"59,90","32,80","11,40","151,00","17,50","20,70","25,30","186,00","22,70","36,80","3,96"
"41,40","28,90","21,30","16,50","84,30","29,20","64,90","3.398,00","1,32","48,30","6,26"
"25,90","19,30","50,90","698,00","204,00","10,30","28,60","757,00","8,82","3,05","2,67"
"78,40","44,10","44,10","153,00","51,90","63,80","138,00","1.155,00","9,91","13,80","9,56"
"47,00","57,30","3,55","13,60","20,00","19,60","32,50","349,00","20,00","35,20","12,90"
"17,30","28,90","15,00","16,50","4,74","8,98","37,20","710,00","12,70","4,83","8,13"
"53,30","19,80","5,00","21,50","40,00","3,34","16,10","1.999,00","4,53","39,20","67,90"
"20,50","15,00","9,56","75,00","17,80","15,50","21,30","777,00","17,20","20,20","8,28"
"55,20","27,40","3,65","12,50","57,80","32,20","44,10","233,00","4,70","13,10","12,40"
"84,30","23,10","6,10","227,00","40,70","75,00","114,00","2.072,00","7,70","19,10","10,80"
"135,00","198,00","4,87","215,00","27,40","16,40","61,00","2.393,00","10,60","18,10","3,49"
"25,30","17,50","16,50","30,80","17,60","11,80","25,30","599,00","5,47","11,30","6,15"
"42,60","23,30","11,20","137,00","11,20","17,00","34,90","505,00","12,20","20,70","7,04"
"71,00","40,70","17,00","136,00","10,10","76,40","122,00","2.247,00","15,00","23,50","8,74"
"62,60","26,40","17,20","244,00","62,10","10,60","17,20","505,00","13,00","35,20","18,10"
"51,40","25,50","47,00","172,00","139,00","38,50","54,70","1.298,00","3,11","17,80","18,90"
"63,80","24,60","2,41","5,88","13,50","10,60","16,70","533,00","9,91","18,30","1,00"
"73,70","34,90","30,00","84,30","41,80","145,00","375,00","2.350,00","14,20","12,10","2,53"
"46,60","19,30","3,40","1,01","1,15","17,80","40,30","355,00","11,50","13,90","5,19"
"45,70","14,90","15,40","429,00","58,80","5,42","22,10","204,00","14,20","21,10","25,30"
"86,60","36,50","6,15","111,00","23,10","50,00","75,70","1.000,00","16,30","25,00","11,90"
"30,50","23,10","19,80","64,90","26,20","11,30","22,70","322,00","1,00","11,70","15,40"
"35,20","9,14","25,70","18,60","33,70","45,70","74,30","710,00","17,80","38,20","28,60"
"211,00","88,20","11,90","157,00","24,40","45,70","94,70","1.715,00","14,10","7,50","13,60"
"43,70","21,50","5,28","302,00","28,60","36,20","88,20","1.963,00","18,80","25,70","10,10"
"19,50","13,80","7,17","22,30","37,50","12,20","34,90","644,00","19,30","32,50","12,40"
"118,00","64,40","10,40","129,00","3,00","6,73","14,90","466,00","3,37","2,00","1,60"
"64,40","24,80","10,80","153,00","35,90","111,00","231,00","1.144,00","9,82","18,90","6,10"
"43,70","26,70","31,90","66,10","18,90","18,60","31,90","382,00","12,40","19,30","10,90"
"81,30","39,60","54,70","231,00","107,00","6,49","20,00","1.065,00","19,60","20,20","8,66"
"58,80","28,10","6,98","18,30","50,50","13,80","22,70","257,00","14,30","27,60","43,30"
"21,70","18,60","29,20","414,00","168,00","5,73","15,30","382,00","34,00","68,50","43,30"
"62,10","27,10","8,35","115,00","27,10","18,80","33,70","843,00","1,11","38,50","1,81"
"24,60","25,50","14,70","81,30","43,70","73,70","184,00","1.554,00","15,80","27,40","12,10"
"6,10","21,30","69,80","125,00","196,00","10,90","44,50","1.322,00","13,80","5,94","8,82"
"154,00","86,60","9,14","189,00","35,50","20,40","36,80","621,00","10,50","14,90","11,80"
"73,70","34,90","4,78","22,10","56,70","11,70","33,70","743,00","22,10","32,50","13,60"
"70,40","37,50","42,90","136,00","59,40","36,80","75,00","538,00","25,50","27,60","9,47"
"77,00","26,40","13,70","500,00","75,70","11,80","36,50","487,00","19,50","23,30","9,22"
"11,80","22,50","9,39","122,00","12,90","37,20","54,70","667,00","9,39","14,50","3,68"
"18,10","22,70","19,60","392,00","143,00","17,60","38,90","679,00","11,30","11,90","13,50"
"32,50","25,70","12,90","308,00","72,30","33,40","75,70","1.486,00","7,99","17,90","130,00"
"49,60","46,10","10,30","453,00","66,10","17,50","23,10","389,00","20,40","22,30","10,20"
"41,80","23,90","5,83","514,00","69,80","4,41","13,30","157,00","13,10","23,90","7,37"
"20,50","32,50","11,10","289,00","64,90","19,80","34,30","337,00","15,30","8,58","10,30"
"58,80","17,50","9,73","9,47","27,40","27,90","50,50","557,00","19,10","25,00","10,40"
"41,40","26,40","3,08","24,40","19,60","30,20","48,30","385,00","8,58","8,51","8,13"
"34,90","16,50","15,80","153,00","41,40","4,74","9,91","939,00","10,20","6,61","8,98"
"20,00","19,10","24,40","578,00","97,30","10,70","26,90","835,00","7,04","13,80","5,33"
"179,00","27,90","4,26","146,00","45,70","18,60","32,20","528,00","3,62","1,86","6,98"
"51,90","30,20","3,46","271,00","48,70","23,30","40,00","422,00","11,40","35,20","17,30"
"92,20","69,80","55,20","375,00","130,00","69,80","111,00","1.018,00","1,00","6,73","5,52"
"48,30","15,70","4,78","13,60","24,80","3,65","15,50","191,00","1,00","1,00","8,06"
"85,10","27,90","1,36","158,00","6,67","16,40","34,00","410,00","44,90","75,70","26,90"
"36,50","19,80","10,80","237,00","23,50","46,10","62,60","1.407,00","20,00","32,50","12,70"
"73,70","27,60","20,50","19,60","21,10","26,70","62,60","1.334,00","20,20","36,50","6,79"
"19,30","27,40","34,30","445,00","49,10","19,30","42,90","685,00","36,20","63,20","30,80"
"28,90","21,70","4,53","22,70","7,50","4,49","21,90","1.055,00","10,80","14,70","12,40"
"50,90","120,00","9,56","44,50","14,20","50,00","89,80","710,00","22,10","26,90","14,10"
"73,00","28,60","8,28","6,79","25,30","26,20","30,50","289,00","11,20","18,90","9,31"
"62,10","27,10","6,98","13,10","59,40","36,80","49,10","791,00","39,60","77,70","52,80"
"34,90","24,80","16,80","188,00","53,30","10,00","12,10","491,00","23,10","25,50","10,70"
"66,10","63,80","16,00","138,00","26,70","16,00","34,90","505,00","12,00","3,68","14,60"
"26,90","17,30","12,70","90,60","20,00","10,10","27,60","410,00","8,43","9,47","17,20"
"78,40","21,10","9,06","264,00","53,30","157,00","331,00","1.843,00","11,30","17,30","13,50"
"37,50","31,10","6,44","284,00","34,60","18,60","34,60","557,00","24,40","12,00","7,17"
"55,20","10,80","4,18","45,30","21,30","30,20","58,80","470,00","11,20","8,06","13,20"
"55,70","24,80","7,57","496,00","55,70","16,40","42,20","441,00","21,10","36,80","8,82"
"49,10","18,40","10,30","53,30","11,70","14,50","30,20","433,00","9,47","17,20","9,31"
"61,50","21,10","6,61","14,50","30,00","10,20","15,00","343,00","10,60","18,60","15,10"
"3,37","11,70","20,90","58,30","46,10","26,90","42,60","400,00","1,70","5,47","2,76"
"181,00","93,90","7,10","22,10","66,70","45,30","64,40","906,00","8,58","11,10","3,85"
"16,00","25,70","7,99","143,00","6,10","23,30","47,80","991,00","1,00","2,33","1,00"
"27,10","41,80","10,00","117,00","23,30","34,90","50,50","365,00","1,00","16,40","11,00"
"131,00","72,30","6,04","193,00","52,80","11,90","23,90","313,00","6,85","7,77","11,50"
"65,50","31,10","17,20","124,00","7,37","100,00","305,00","2.148,00","34,30","46,60","13,70"
"6,61","18,80","28,40","67,30","86,60","5,33","25,70","1.640,00","1,00","5,09","9,73"
"27,60","18,60","1,00","292,00","4,74","2,35","2,97","1,00","8,28","13,60","14,60"
"71,00","38,90","9,56","181,00","41,80","38,50","109,00","717,00","12,50","12,60","10,70"
"98,20","36,80","1,81","28,90","16,70","24,80","42,60","362,00","17,20","32,20","13,00"
"50,50","23,50","6,98","12,20","38,90","28,60","64,40","1.046,00","31,10","48,30","13,30"
"112,00","47,80","9,31","528,00","183,00","10,90","27,10","528,00","13,10","14,60","5,78"
"83,50","54,20","1,84","4,53","15,30","6,98","18,90","764,00","22,90","25,90","2,17"
"33,40","24,60","12,10","164,00","34,90","47,80","85,80","2.329,00","23,70","43,70","26,20"
"106,00","47,80","8,06","9,39","38,90","11,70","23,10","604,00","11,50","12,20","9,91"
"25,30","40,00","4,14","155,00","27,60","12,40","19,80","710,00","8,90","18,40","9,31"
"10,80","19,50","10,10","164,00","47,80","18,30","31,90","372,00","24,40","35,20","7,30"
"3,16","4,26","19,50","32,20","40,00","4,70","48,30","509,00","24,40","29,20","14,70"
"79,90","34,00","13,00","209,00","50,90","11,30","24,40","487,00","16,40","18,60","11,90"
"93,10","44,90","57,80","500,00","136,00","41,00","76,40","2.227,00","20,00","25,30","9,14"
"37,50","18,30","16,30","1,15","9,22","13,50","25,30","362,00","6,85","20,90","24,80"
"35,90","16,10","20,50","50,90","82,00","21,10","28,90","349,00","8,90","26,70","4,57"
"107,00","30,00","12,50","200,00","20,70","7,91","53,80","2.072,00","13,30","33,70","2,57"
"102,00","32,50","7,64","246,00","59,40","29,20","44,50","319,00","15,30","14,20","10,40"
"32,80","26,70","11,90","196,00","50,50","12,50","17,30","542,00","27,10","30,00","7,84"
"100,00","27,10","34,60","396,00","103,00","64,40","124,00","1.540,00","20,00","31,90","12,40"
"90,60","58,30","14,10","305,00","26,70","33,70","60,40","1.104,00","1,00","7,50","6,38"
"100,00","25,70","77,70","246,00","37,20","8,06","8,74","509,00","15,80","28,60","40,00"
"75,70","29,70","7,50","149,00","29,20","37,20","58,80","334,00","7,99","22,70","8,28"
"53,80","20,70","59,40","337,00","223,00","13,20","31,10","533,00","29,70","40,70","12,10"
"90,60","44,50","6,04","170,00","21,70","16,30","25,90","685,00","13,60","14,70","8,20"
"69,80","47,40","11,10","372,00","18,90","4,61","26,40","632,00","13,20","25,00","9,56"
"193,00","61,00","9,31","15,80","29,70","10,40","24,80","667,00","12,70","21,70","6,61"
"85,80","22,30","16,80","66,70","36,80","25,30","51,90","547,00","25,90","31,90","17,90"
"67,90","14,90","80,60","237,00","61,00","37,50","66,70","2.666,00","15,30","39,60","12,40"
"19,10","9,82","12,00","10,70","27,40","72,30","90,60","858,00","9,65","17,30","20,50"
"16,10","15,30","13,90","73,00","24,60","16,80","30,20","385,00","15,40","25,90","23,50"
"95,60","28,90","7,64","14,20","23,70","13,20","30,80","730,00","14,50","34,90","41,80"
"49,10","21,30","1,83","297,00","49,60","24,40","46,60","1.827,00","33,10","38,20","17,00"
"18,90","26,20","24,80","264,00","69,80","31,10","93,90","1.134,00","12,90","9,65","10,00"
"74,30","36,50","5,42","244,00","33,70","12,20","20,70","235,00","5,83","25,00","120,00"
"25,70","24,60","19,50","117,00","79,10","10,00","25,70","799,00","17,20","26,20","15,80"
"61,00","31,10","15,80","145,00","41,80","27,90","45,70","359,00","14,60","13,90","5,78"
"27,10","16,40","37,90","552,00","80,60","20,90","40,30","407,00","10,70","19,60","12,20"
"151,00","48,70","36,80","89,00","76,40","21,90","38,90","382,00","11,40","18,60","6,92"
"179,00","77,00","13,30","250,00","42,20","28,40","47,40","491,00","16,00","9,82","9,22"
"154,00","136,00","17,20","42,60","78,40","4,29","23,50","1.000,00","17,30","12,40","5,88"
"73,70","36,20","3,43","3,25","1,01","7,37","16,10","1.263,00","17,30","11,30","18,30"
"95,60","42,90","40,70","40,30","58,30","8,90","16,70","523,00","15,80","15,40","7,04"
"55,20","51,40","18,10","82,80","20,40","10,60","21,30","828,00","8,58","26,40","6,44"
"36,50","10,50","23,30","211,00","28,60","11,30","49,60","2.618,00","12,00","20,40","2,89"
"30,50","15,70","15,70","141,00","27,60","15,50","20,40","343,00","5,78","18,40","10,80"
"158,00","37,20","15,80","90,60","28,90","5,28","12,10","914,00","5,73","18,60","10,30"
"49,60","31,90","5,83","305,00","38,90","19,60","23,10","271,00","21,90","28,90","5,00"
"89,80","35,90","22,70","644,00","111,00","3,55","2,97","28,60","9,91","20,70","1,78"
"35,90","18,10","9,56","117,00","27,40","8,74","15,70","667,00","10,60","21,30","7,70"
"67,90","28,90","11,30","69,20","27,60","54,20","94,70","1.155,00","11,50","17,90","11,90"
"89,00","31,60","15,00","32,80","41,80","27,40","43,70","379,00","9,73","11,30","1,01"
"57,80","21,70","36,20","588,00","118,00","27,40","43,70","418,00","14,60","26,90","5,00"
"85,10","38,20","17,80","313,00","46,10","121,00","255,00","1.625,00","11,80","13,60","8,74"
"24,80","21,50","4,70","94,70","23,10","15,40","16,10","325,00","21,70","37,50","10,30"
"63,80","19,60","4,49","227,00","27,10","13,20","13,70","433,00","11,30","21,70","12,90"
"78,40","33,10","12,00","274,00","20,40","27,10","34,30","279,00","22,50","36,20","6,44"
"73,70","32,80","51,90","528,00","157,00","25,50","60,40","1.084,00","9,14","12,00","7,43"
"117,00","40,30","1,43","13,50","55,20","17,80","30,80","500,00","18,90","24,10","12,30"
"117,00","78,40","18,40","57,80","16,40","7,64","28,90","638,00","1,64","13,20","3,82"
"34,30","20,50","16,00","23,90","48,70","21,50","68,50","1.114,00","16,40","8,51","9,31"
"179,00","34,60","26,20","29,70","15,50","6,73","62,60","1.176,00","23,50","28,10","5,73"
"106,00","39,20","17,90","101,00","38,20","49,60","93,10","1.420,00","15,50","31,60","11,90"
"39,20","17,80","26,20","426,00","106,00","110,00","172,00","1.197,00","8,98","13,20","15,40"
"71,70","25,70","5,73","246,00","48,30","16,00","79,90","1.346,00","13,60","20,70","3,31"
"13,90","21,10","15,30","235,00","45,30","24,10","29,40","322,00","15,10","7,57","4,26"
"91,40","80,60","4,70","191,00","44,50","48,70","69,20","379,00","16,00","33,10","15,50"
"50,50","13,60","10,60","114,00","19,80","18,10","28,40","407,00","1,00","5,83","1,78"
"34,00","15,70","9,73","227,00","33,40","24,60","43,30","583,00","13,10","22,50","19,50"
"48,70","19,50","22,30","121,00","43,30","110,00","328,00","1.114,00","25,50","22,50","19,60"
"84,30","34,60","27,10","85,10","47,00","8,58","20,70","632,00","13,20","13,80","3,25"
"44,50","18,10","10,60","145,00","41,80","10,80","29,20","207,00","12,00","22,50","4,29"
"31,30","21,30","7,50","1,00","1.018,00","4,66","14,70","461,00","9,47","16,80","14,90"
"79,10","59,40","10,70","158,00","36,50","10,90","34,00","644,00","19,10","26,90","9,22"
"42,60","21,70","19,10","219,00","22,10","21,50","56,20","1.395,00","10,20","9,56","12,60"
"51,40","38,90","25,70","20,00","7,70","32,50","72,30","1.186,00","16,50","31,60","12,50"
"63,80","51,40","10,20","40,30","25,00","46,10","98,20","1.526,00","13,30","17,20","6,85"
"14,20","18,40","54,20","385,00","215,00","17,00","27,60","583,00","10,80","14,10","12,40"
"42,90","20,40","5,78","213,00","24,40","110,00","316,00","1.843,00","10,70","19,80","9,56"
"26,40","17,20","11,20","204,00","39,60","43,70","74,30","1.134,00","31,30","45,70","10,90"
"6,21","4,87","4,29","221,00","14,90","28,40","47,40","400,00","15,50","22,10","7,17"
"31,60","20,70","4,91","274,00","34,60","20,20","66,10","3.820,00","23,90","23,30","6,26"
"78,40","25,70","10,70","466,00","46,60","11,80","17,60","334,00","8,06","17,20","18,60"
"30,00","9,31","28,60","131,00","56,70","41,40","89,80","2.308,00","18,80","27,90","5,78"
"50,50","18,80","7,04","18,40","24,40","15,40","25,00","271,00","19,50","30,50","9,14"
"23,90","20,00","2,67","3,59","11,30","16,70","26,90","316,00","17,00","25,90","11,20"
"73,70","23,30","7,17","21,30","18,90","15,50","23,70","588,00","16,40","13,10","6,73"
"11,00","14,70","19,10","53,80","32,80","16,00","18,90","542,00","20,40","17,80","24,60"
"65,50","25,30","15,10","117,00","23,90","18,60","23,30","474,00","11,30","16,30","8,35"
"21,70","8,20","14,60","202,00","23,50","18,30","30,50","496,00","16,00","24,80","11,90"
"63,80","18,40","9,22","322,00","51,40","21,70","84,30","1.486,00","12,10","23,30","8,58"
"104,00","60,40","7,84","158,00","36,80","23,50","41,80","340,00","7,43","16,50","12,40"
"25,70","18,40","6,04","334,00","32,80","79,90","125,00","1.124,00","14,10","9,65","4,07"
"17,30","21,70","10,60","217,00","41,80","13,10","22,90","487,00","32,20","36,20","9,14"
"8,43","36,80","10,10","418,00","45,30","14,20","25,90","717,00","5,19","26,40","54,70"
"57,80","16,50","11,50","235,00","32,50","24,80","31,90","437,00","8,28","28,40","23,70"
"91,40","104,00","7,77","145,00","61,00","70,40","138,00","982,00","20,00","31,60","6,04"
"79,90","36,50","10,70","16,30","37,20","8,51","21,10","777,00","18,80","38,20","133,00"
"81,30","32,50","21,90","59,40","38,50","9,06","23,30","400,00","10,00","23,10","3,79"
"107,00","30,50","17,90","241,00","66,70","5,28","18,90","362,00","21,30","28,60","14,50"
"99,10","36,20","2,84","15,80","28,10","21,90","49,10","1.252,00","22,90","25,50","10,40"
"93,90","45,30","21,30","25,30","28,60","12,60","31,10","478,00","6,73","20,40","1,60"
"38,90","18,40","16,10","422,00","68,50","20,90","40,00","519,00","9,47","23,30","1,00"
"78,40","20,90","5,14","255,00","30,80","22,10","36,50","392,00","20,00","38,20","6,15"
"33,10","26,40","10,40","24,40","31,60","31,30","52,80","410,00","14,70","12,10","9,39"
"60,40","22,50","14,90","106,00","31,10","62,60","84,30","1.009,00","14,20","7,91","2,84"
"70,40","23,10","15,40","145,00","39,60","67,90","106,00","1.275,00","21,70","32,20","2,76"
"51,90","29,40","10,70","113,00","37,50","34,00","58,80","692,00","7,91","2,37","9,47"
"93,90","27,40","9,39","32,20","57,80","31,10","76,40","1.334,00","16,70","25,70","3,13"
"93,90","30,20","9,56","322,00","48,30","14,50","24,40","931,00","1,18","5,78","9,14"
"33,10","9,31","14,60","311,00","54,20","10,50","30,50","1.540,00","23,70","47,00","9,39"
"37,90","19,60","17,20","91,40","25,90","31,10","44,90","562,00","3,02","18,30","15,10"
"45,30","27,90","26,40","136,00","51,40","8,58","21,70","457,00","29,20","41,40","13,10"
