praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
"13,60","14,10","9,91","3,89","8,51","10,20","19,60","474,00","15,40","22,10","33,70"
"25,70","9,65","23,30","31,60","14,10","54,20","113,00","2.167,00","7,04","30,00","34,60"
"22,50","14,10","75,00","588,00","71,70","23,70","42,20","505,00","7,10","17,00","4,22"
"107,00","92,20","142,00","667,00","115,00","10,40","22,50","799,00","97,30","131,00","23,50"
"8,43","8,74","31,60","267,00","40,00","6,15","13,50","483,00","62,60","96,50","50,50"
"25,50","15,80","30,00","35,50","28,90","43,70","69,20","1.811,00","6,44","24,40","47,00"
"80,60","57,80","7,23","165,00","15,50","5,09","8,90","346,00","11,20","21,10","33,40"
"55,20","31,30","16,50","19,50","7,10","22,70","44,50","1.055,00","25,90","44,50","59,90"
"65,50","34,30","21,50","80,60","4,33","25,70","30,80","542,00","53,30","118,00","155,00"
"19,50","10,90","122,00","453,00","73,00","5,23","27,60","655,00","20,50","24,80","38,20"
"28,40","9,82","18,60","198,00","17,80","93,10","154,00","1.762,00","57,80","113,00","153,00"
"16,70","14,70","24,10","55,20","30,20","20,40","30,50","626,00","5,19","20,40","31,30"
"118,00","89,80","22,70","19,50","7,04","32,20","38,20","583,00","20,40","34,90","48,70"
"22,90","11,40","122,00","337,00","50,50","6,61","41,80","626,00","11,50","31,90","51,90"
"34,60","17,60","6,61","165,00","13,20","30,20","89,80","2.091,00","15,10","33,40","56,70"
"51,90","40,00","13,50","168,00","5,99","25,50","39,60","1.346,00","21,10","32,80","12,90"
"18,10","8,98","40,00","59,40","18,60","7,50","21,10","400,00","16,70","35,50","37,20"
"15,80","25,70","13,80","24,10","10,60","53,80","74,30","538,00","8,43","32,20","28,40"
"16,10","18,40","25,90","44,90","33,70","19,60","40,30","528,00","38,50","92,20","172,00"
"17,00","31,10","24,40","18,10","9,47","17,50","35,20","562,00","23,70","57,30","66,70"
"17,90","8,20","10,80","32,20","6,98","21,50","50,90","396,00","9,22","25,50","38,50"
"33,40","19,80","17,00","20,50","6,26","29,20","43,30","284,00","1,00","11,40","33,40"
"40,70","18,30","22,70","26,90","4,87","20,40","41,00","858,00","18,80","34,60","30,20"
"17,20","14,70","24,10","34,30","10,60","36,50","47,40","313,00","8,51","38,90","47,40"
"16,50","7,91","14,70","17,80","7,50","9,56","15,50","491,00","16,10","73,70","79,10"
"23,30","16,30","26,40","30,80","10,50","15,30","26,40","777,00","26,20","33,10","39,60"
"20,90","16,30","21,90","27,90","12,50","14,20","22,10","604,00","19,30","40,30","38,90"
"67,90","53,30","22,10","22,30","8,58","46,10","53,30","500,00","21,70","35,90","49,10"
"33,40","8,90","20,90","25,90","5,78","17,00","22,30","717,00","11,70","32,20","57,30"
"21,30","7,91","4,78","12,40","4,70","14,20","36,20","649,00","6,38","22,90","38,20"
"16,80","13,60","19,10","26,20","16,10","33,70","63,80","806,00","22,10","37,50","64,90"
"19,60","17,20","38,50","286,00","24,60","17,00","26,90","583,00","6,73","34,60","32,80"
"61,00","47,40","11,70","46,60","28,90","44,90","104,00","3.368,00","15,80","27,90","51,90"
"40,30","22,70","5,38","8,98","6,10","109,00","136,00","400,00","34,90","110,00","253,00"
"28,90","20,00","15,30","21,70","3,79","93,90","130,00","1.037,00","13,10","30,00","23,30"
"21,30","16,40","14,10","22,90","2,59","25,90","42,90","311,00","1,78","75,70","5,52"
"18,40","19,30","158,00","91,40","250,00","13,30","30,50","717,00","40,70","73,70","121,00"
"59,40","19,10","9,14","121,00","26,90","60,40","131,00","1.981,00","21,10","41,00","43,70"
"17,80","3,43","18,40","28,90","18,10","64,90","137,00","2.288,00","12,60","30,20","24,80"
"18,30","17,00","21,90","18,90","4,57","4,66","3,79","91,40","16,40","39,20","49,10"
"25,70","10,10","47,00","49,60","10,20","17,30","32,20","368,00","5,42","16,30","40,00"
"80,60","52,80","16,10","10,30","3,68","63,80","84,30","523,00","24,80","46,60","63,20"
"50,50","47,80","17,60","31,30","13,20","37,50","49,60","437,00","10,50","18,80","4,29"
"77,70","61,00","4,49","3,13","7,10","18,60","36,20","487,00","16,40","26,90","42,60"
"26,70","22,70","15,80","137,00","30,80","61,00","93,90","882,00","9,73","26,40","54,20"
"19,50","2,41","12,60","158,00","12,10","9,22","20,40","806,00","23,50","32,80","36,50"
"35,20","20,50","46,60","38,90","20,50","8,20","75,00","698,00","6,85","10,00","54,70"
"30,00","17,30","1,51","5,73","1,01","4,83","17,30","466,00","53,30","72,30","65,50"
"20,20","13,70","25,30","35,20","31,30","6,73","49,10","426,00","43,70","71,00","217,00"
"19,80","22,10","3,37","5,33","6,21","40,00","50,90","578,00","84,30","153,00","215,00"
"23,10","25,70","15,00","215,00","20,40","20,40","35,20","557,00","16,50","34,90","22,50"
"14,60","10,90","10,90","21,50","17,50","19,50","27,90","770,00","7,30","17,00","69,80"
"23,70","24,60","45,70","207,00","32,80","38,20","62,60","552,00","19,10","30,80","31,60"
"26,40","12,30","26,40","17,60","1,00","86,60","143,00","1.963,00","4,78","18,30","27,40"
"22,70","21,10","30,50","29,70","17,50","33,70","46,10","437,00","51,40","146,00","213,00"
"24,10","19,50","19,60","26,40","4,74","14,90","25,70","679,00","1,02","2,46","7,04"
"6,15","17,50","24,40","26,70","4,57","19,60","32,20","557,00","15,10","33,40","50,50"
"32,20","19,80","28,60","31,90","5,42","44,90","91,40","991,00","1,00","56,20","11,10"
"75,70","86,60","20,20","80,60","20,70","3,68","15,70","1.114,00","17,50","32,80","31,10"
